Id,degree_centrality
1001,0.014912838
5068,0.012427341
7195,0.058823354
11075,0.028997348
212114,0.019883832
9304045,0.005799321
9406055,0.03313985
9409110,0.013255833
9509049,0.005799321
9609167,0.026511831
9404186,0.004970829
9405086,0.011598828
9511152,0.007456326
9308122,0.046395848
9506112,0.078707372
9508155,0.096105893
9601108,0.062965856
9605222,0.014084325
9412115,0.011598828
9506091,0.029825841
9506110,0.055509365
9509009,0.023197842
9412236,0.023197842
9512017,0.013255833
9601014,0.038939357
9602102,0.038110845
9412117,0.01574133
9605154,0.037282352
9603108,0.029825841
9610162,0.051366863
9403187,0.018226827
9606049,0.038939357
9310187,0.009941823
9710046,0.147472921
9912188,0.024026334
9604057,0.013255833
9608104,0.020712345
9406008,0.016569843
9602147,0.004142316
9812068,0.020712345
9807124,0.073736378
9504114,0.004970829
9504115,0.009941823
9812253,0.009941823
9705068,0.009113331
9510218,0.006627834
9511206,0.003313824
9611053,0.004970829
9611110,0.01905534
3298,0.031482846
9604096,0.003313824
9607223,0.01905534
102198,0.017398335
108234,0.014084325
109013,0.029825841
109155,0.022369329
211121,0.014084325
212020,0.024026334
9909032,0.014912838
9507075,0.005799321
9603059,0.018226827
9609163,0.007456326
9610119,0.01574133
9701094,0.014912838
9707022,0.032311338
9309097,0.056337857
9504090,0.143330419
9510234,0.043910351
9603150,0.064622861
9702155,0.03645384
9702198,0.041424854
9711036,0.009941823
9501111,0.009941823
9406032,0.010770336
9503208,0.014084325
9508107,0.017398335
9404060,0.004970829
9608039,0.019883832
9605200,0.063794369
9710021,0.017398335
9706110,0.099419882
9807040,0.019883832
1025,0.01574133
9612181,0.008284818
9407025,0.01905534
9708065,0.021540837
9704151,0.072907865
9711090,0.009941823
9711124,0.027340344
9404092,0.01905534
9811004,0.038939357
9604043,0.021540837
9810244,0.026511831
9811131,0.058823354
9806059,0.01905534
9412074,0.011598828
9806177,0.034796855
1206,0.077050367
9410184,0.003313824
9707198,0.013255833
9911068,0.048881366
9811258,0.017398335
2205,0.025683339
2222,0.05385236
9712011,0.009941823
7075,0.021540837
9801175,0.007456326
11197,0.078707372
104147,0.033968343
9409072,0.005799321
107217,0.006627834
109069,0.03645384
111154,0.042253346
112006,0.012427341
203111,0.014912838
206012,0.004142316
303087,0.033968343
9409124,0.003313824
9512149,0.011598828
9612075,0.000828678
9311042,0.018226827
9602114,0.102733892
9905036,0.010770336
9507012,0.056337857
9801022,0.009113331
9808192,0.012427341
2004,0.014084325
11059,0.006627834
11101,0.008284818
12041,0.026511831
109164,0.009113331
9401139,0.176470435
9611137,0.1019054
