,Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz-Centrality,Harmonic-Centrality,Percolation-Centrality,Rank-prestige,score
0,9611088,0.013632722,0.0006105,0.017868322,0.755531763,0.017804282,0.017804282,0.013632722,0.01253822,0.558227259,0.685028175,0.0006105,0.011331445,0.000715762
1,9702179,0.008821172,1.59e-06,0.004267519,0.672917992,0.004257064,0.004257064,0.008821172,0.008015415,0.5618019,0.600140362,1.59e-06,0.008498584,2.38e-06
2,9711157,0.020850038,0.003665507,0.035217835,0.815182177,0.035151816,0.035151816,0.020850038,0.019448061,0.530273968,0.747653469,0.003665507,0.019830028,0.004088261
3,9701155,0.0096231,0.000107571,0.004716738,0.672593616,0.004700508,0.004700508,0.0096231,0.008926258,0.570174032,0.60040284,0.000107571,0.009712667,0.000117338
4,9705003,0.02967121,0.000689432,0.017031689,0.710180804,0.01698391,0.01698391,0.02967121,0.026357901,0.533216526,0.640947608,0.000689432,0.030352084,0.000830354
5,9712116,0.007217316,9.5e-05,0.003826644,0.673154098,0.00381362,0.00381362,0.007217316,0.006884714,0.569840988,0.600486465,9.5e-05,0.006070417,0.000107169
6,9702059,0.010425028,0.000179518,0.004467914,0.680073996,0.004456614,0.004456614,0.010425028,0.009491608,0.559107657,0.606796159,0.000179518,0.010522056,0.000242499
7,9709081,0.012028866,0.000184407,0.018745872,0.747500945,0.01869117,0.01869117,0.012028866,0.010528085,0.576717227,0.677376701,0.000184407,0.011331445,0.000192434
8,9707076,0.01523656,0.000783088,0.006242637,0.676581444,0.006208218,0.006208218,0.01523656,0.015710465,0.560506185,0.604664232,0.000783088,0.014164306,0.000870132
9,9602031,0.020850038,0.000996749,0.016144421,0.741067549,0.01607485,0.01607485,0.020850038,0.019919186,0.543203793,0.670773312,0.000996749,0.023067584,0.001045552
10,9611197,0.011226938,2.71e-05,0.005588797,0.682417413,0.005565224,0.005565224,0.011226938,0.009774284,0.555667586,0.609920288,2.71e-05,0.010522056,6.46e-05
11,9701020,0.0096231,5.45e-06,0.005207576,0.67301389,0.005188296,0.005188296,0.0096231,0.008360907,0.56651429,0.600601423,5.45e-06,0.008498584,6.78e-06
12,9603158,0.024057732,0.002188726,0.014156672,0.74201697,0.014101523,0.014101523,0.024057732,0.025101567,0.514935137,0.671482222,0.002188726,0.025495751,0.00261685
13,9612207,0.03448276,0.001564898,0.010597478,0.714370491,0.01055397,0.01055397,0.03448276,0.03458972,0.577102788,0.643836755,0.001564898,0.031566168,0.001962581
14,9701191,0.01523656,0.000119446,0.00499657,0.672977004,0.004966574,0.004966574,0.01523656,0.014422722,0.550337763,0.600758348,0.000119446,0.014973695,0.000133765
15,9606184,0.01443465,1.51e-05,0.005724395,0.6746187,0.005698257,0.005698257,0.01443465,0.013386246,0.537212222,0.602322071,1.51e-05,0.015783084,2.24e-05
16,9610139,0.024057732,0.001344085,0.009810601,0.721167626,0.009777943,0.009777943,0.024057732,0.022902981,0.571625015,0.649508933,0.001344085,0.021044112,0.001620008
17,9710105,0.020850038,0.000400946,0.007685259,0.682720966,0.007649411,0.007649411,0.020850038,0.020264678,0.610094291,0.61239309,0.000400946,0.019830028,0.000474828
18,9703159,0.01443465,3.72e-05,0.005561025,0.678285753,0.005543052,0.005543052,0.01443465,0.013606105,0.538022963,0.605620141,3.72e-05,0.016592473,6e-05
19,9811119,0.01443465,1.04e-05,0.005501762,0.672593616,0.005476535,0.005476535,0.01443465,0.013637513,0.567723959,0.600492087,1.04e-05,0.014569,1.39e-05
20,9705076,0.010425028,0.000433776,0.018522737,0.745196335,0.018469448,0.018469448,0.010425028,0.009837101,0.559219955,0.675014508,0.000433776,0.009307972,0.000469352
21,9710213,0.008821172,9.92e-05,0.004449798,0.671321256,0.004434441,0.004434441,0.008821172,0.008360907,0.564082247,0.59832996,9.92e-05,0.006475111,0.000148628
22,9907225,0.021651966,0.005883179,0.019584607,0.772773619,0.019511542,0.019511542,0.021651966,0.02158383,0.527863983,0.702019969,0.005883179,0.023067584,0.007066817
23,9608147,0.012028866,0.000237494,0.002974097,0.660949982,0.002971076,0.002971076,0.012028866,0.012381178,0.54580519,0.587922095,0.000237494,0.013354917,0.000301168
24,9904172,0.004009622,4.45e-05,0.001172473,0.658843351,0.001168475,0.001168475,0.004009622,0.004497678,0.56824442,0.586610287,4.45e-05,0.00364225,6.73e-05
25,7240,0.032878904,0.007650988,0.026012257,0.773308981,0.025920418,0.025920418,0.032878904,0.035159782,0.62994621,0.703727889,0.007650988,0.033184945,0.008555845
26,107151,0.01523656,0.000739913,0.006031957,0.689979545,0.006008668,0.006008668,0.01523656,0.016307224,0.581617311,0.617759704,0.000739913,0.013759611,0.000886121
27,9603034,0.0096231,0.000167643,0.009148762,0.714337242,0.009112777,0.009112777,0.0096231,0.009208933,0.559789436,0.644382454,0.000167643,0.008903278,0.00021512
28,9607210,0.025661588,0.000141798,0.009302552,0.692313766,0.009267982,0.009267982,0.025661588,0.022871573,0.535422332,0.621557172,0.000141798,0.026709834,0.000202604
29,9609183,0.008019244,1.01e-06,0.003919036,0.671548895,0.003902308,0.003902308,0.008019244,0.00735584,0.564266602,0.598649989,1.01e-06,0.008903278,1.28e-06
30,9712167,0.0096231,0.000257053,0.01025039,0.73630367,0.010221387,0.010221387,0.0096231,0.009742875,0.557805935,0.664536401,0.000257053,0.009712667,0.000318377
31,9712010,0.0096231,1.44e-05,0.005251469,0.680292537,0.005232641,0.005232641,0.0096231,0.009303158,0.570811874,0.607914509,1.44e-05,0.010117361,3.37e-05
32,9704067,0.020850038,0.000183709,0.017313868,0.72580569,0.017249977,0.017249977,0.020850038,0.017469334,0.647924918,0.657645543,0.000183709,0.021448806,0.00024641
33,9812155,0.012028866,3.21e-06,0.005106905,0.671967865,0.005077435,0.005077435,0.012028866,0.010904985,0.580328949,0.599684412,3.21e-06,0.010522056,4.43e-06
34,9902018,0.032076976,0.011061901,0.030624209,0.807080509,0.030548201,0.030548201,0.032076976,0.030927505,0.512788469,0.737104122,0.011061901,0.032780251,0.012205144
35,303104,0.01523656,2.33e-05,0.019871192,0.691424904,0.019755436,0.019755436,0.01523656,0.009177525,0.531548335,0.618769713,2.33e-05,0.014973695,2.66e-05
36,304138,0.01443465,2.63e-05,0.020562302,0.700441536,0.020442775,0.020442775,0.01443465,0.008674991,0.513841945,0.627661902,2.63e-05,0.014569,3.49e-05
37,304271,0.030473138,0.001172313,0.044530039,0.796339535,0.044355499,0.044355499,0.030473138,0.020892846,0.565201366,0.727583026,0.001172313,0.02994739,0.001343161
38,9707212,0.02485966,0.002121173,0.013634503,0.731818669,0.013613735,0.013613735,0.02485966,0.024504808,0.589403007,0.666645392,0.002121173,0.025900445,0.002399047
39,9707047,0.016038488,0.000397454,0.00943779,0.715911609,0.009423188,0.009423188,0.016038488,0.013668921,0.581906666,0.650613393,0.000397454,0.017401862,0.000443538
40,9608077,0.004009622,6.29e-08,0.000439437,0.564704692,0.000436792,0.000436792,0.004009622,0.003963736,0.569732801,0.494879056,6.29e-08,0.004451639,9.7e-08
41,9611020,0.010425028,0.000102681,0.006630656,0.720245427,0.006607318,0.006607318,0.010425028,0.009303158,0.534173162,0.647863778,0.000102681,0.009712667,0.000204168
42,110146,0.027265444,0.005407261,0.064216605,0.834983543,0.06426215,0.06426215,0.027265444,0.022400447,0.647618789,0.774145587,0.005407261,0.027923917,0.006121628
43,9904210,0.008821172,2.5e-06,0.004435375,0.672041423,0.004412269,0.004412269,0.008821172,0.008046824,0.585073522,0.599392134,2.5e-06,0.008903278,3.47e-06
44,9705004,0.021651966,2.93e-05,0.024770574,0.716881329,0.02470139,0.02470139,0.021651966,0.014548356,0.586310678,0.647906203,2.93e-05,0.020639417,3.65e-05
45,9705106,0.028067354,5.6e-05,0.03037981,0.718458533,0.030295881,0.030295881,0.028067354,0.019008344,0.58719638,0.650496836,5.6e-05,0.025495751,6.99e-05
46,207027,0.032878904,0.001356686,0.035034156,0.767777195,0.034989516,0.034989516,0.032878904,0.024284949,0.623853577,0.70155072,0.001356686,0.028733306,0.001630483
47,9705164,0.008821172,4.7e-05,0.003085728,0.662404784,0.003081937,0.003081937,0.008821172,0.008957666,0.544144055,0.58891307,4.7e-05,0.009712667,7.68e-05
48,9411149,0.162790699,0.043176267,0.098474599,0.820389128,0.098184961,0.098184961,0.162790699,0.158841534,0.513444038,0.758962769,0.043176267,0.159449616,0.048346631
49,9605232,0.011226938,0.000328301,0.017511023,0.742492593,0.017449527,0.017449527,0.011226938,0.0094602,0.575349944,0.671997006,0.000328301,0.01092675,0.000349667
50,9607200,0.012028866,3.02e-05,0.006753761,0.681970164,0.006718179,0.006718179,0.012028866,0.009837101,0.576104526,0.610610341,3.02e-05,0.012545528,4.25e-05
51,9607151,0.016038488,8.38e-05,0.027093139,0.76399363,0.02698668,0.02698668,0.016038488,0.012224136,0.539521759,0.69329257,8.38e-05,0.016187778,8.68e-05
52,9611049,0.008821172,9.01e-06,0.00919499,0.685825041,0.009157121,0.009157121,0.008821172,0.006256547,0.549237867,0.613518252,9.01e-06,0.008093889,1.23e-05
53,9611152,0.008019244,5.43e-05,0.016949943,0.748795571,0.016895221,0.016895221,0.008019244,0.006696264,0.568561427,0.677565884,5.43e-05,0.006475111,4.78e-05
54,9701009,0.019246182,0.000127129,0.026171604,0.752974219,0.026066533,0.026066533,0.019246182,0.014799622,0.552854851,0.683237193,0.000127129,0.017401862,0.000129072
55,9605108,0.016840416,0.000268927,0.005961435,0.679298939,0.005942151,0.005942151,0.016840416,0.017406517,0.536201469,0.607714136,0.000268927,0.018615945,0.00036453
56,9605113,0.019246182,0.00062447,0.012947972,0.742636298,0.012904224,0.012904224,0.019246182,0.017846234,0.564093214,0.671796787,0.00062447,0.020639417,0.000761133
57,9607021,0.013632722,0.000236097,0.006665963,0.713855493,0.00662949,0.00662949,0.013632722,0.01216132,0.525782124,0.641309454,0.000236097,0.014164306,0.000362183
58,9608046,0.010425028,8.38e-06,0.004524527,0.674263058,0.004500958,0.004500958,0.010425028,0.009680059,0.539409365,0.601573894,8.38e-06,0.012545528,1.2e-05
59,9701012,0.010425028,0.000468702,0.015479721,0.749362238,0.015431856,0.015431856,0.010425028,0.01253822,0.561248827,0.677819774,0.000468702,0.008903278,0.000552271
60,9702014,0.066559736,0.002407276,0.068899033,0.795689311,0.068769538,0.068769538,0.066559736,0.049180163,0.514641402,0.732468667,0.002407276,0.063132335,0.002658059
61,9704104,0.06896552,0.005104219,0.092482021,0.84414531,0.092311765,0.092311765,0.06896552,0.049781947,0.43418147,0.781526186,0.005104219,0.067988669,0.005214644
62,9707071,0.013632722,0.000123637,0.026263083,0.751646712,0.026171408,0.026171408,0.013632722,0.010873577,0.603617594,0.682365368,0.000123637,0.013354917,0.000132983
63,9710001,0.011226938,0.000463812,0.016029067,0.742133577,0.015963989,0.015963989,0.011226938,0.010747943,0.593367616,0.671291971,0.000463812,0.01092675,0.000513158
64,9710024,0.0096231,0.00022073,0.006024299,0.685182085,0.006008668,0.006008668,0.0096231,0.009491608,0.592304601,0.613667556,0.00022073,0.008498584,0.000292563
65,9703051,0.037690454,0.000285692,0.041961472,0.76083131,0.041854474,0.041854474,0.037690454,0.025886776,0.577719496,0.694552668,0.000285692,0.034399029,0.000334022
66,9704043,0.044105859,0.000947581,0.055368836,0.782994084,0.055249148,0.055249148,0.044105859,0.030405184,0.544854548,0.718875999,0.000947581,0.04087414,0.001125413
67,9707027,0.031275066,7.75e-05,0.035984214,0.725719894,0.035880617,0.035880617,0.031275066,0.020987071,0.564268389,0.658929605,7.75e-05,0.027519223,9.86e-05
68,9710149,0.026463516,0.007529866,0.014760889,0.760510864,0.014722345,0.014722345,0.026463516,0.031807567,0.659276572,0.693509453,0.007529866,0.028328612,0.008230583
69,9705199,0.062550114,0.002530843,0.084750066,0.823857003,0.084539963,0.084539963,0.062550114,0.04517277,0.65137755,0.760917874,0.002530843,0.060299474,0.002669331
70,108101,0.028869282,0.000725657,0.059810666,0.810019529,0.059758088,0.059758088,0.028869282,0.020327495,0.555562034,0.750649201,0.000725657,0.032375556,0.000685254
71,9812166,0.01443465,0.030811766,0.021477353,0.786232952,0.021462696,0.021462696,0.01443465,0.0325554,0.586245697,0.721003577,0.030811766,0.01092675,0.034416947
72,9612131,0.04490777,0.001544278,0.039486002,0.782425284,0.039417306,0.039417306,0.04490777,0.034888728,0.569776621,0.717290501,0.001544278,0.042088223,0.001906798
73,9712029,0.016840416,0.00052598,0.031213371,0.765288825,0.031120022,0.031120022,0.016840416,0.013229204,0.613302201,0.696392108,0.00052598,0.013759611,0.000514723
74,9705069,0.012028866,6.97e-05,0.019210588,0.739852978,0.019134614,0.019134614,0.012028866,0.010245409,0.587355939,0.669363543,6.97e-05,0.010522056,6.76e-05
75,9707258,0.021651966,0.000386976,0.038876105,0.780188079,0.038764556,0.038764556,0.021651966,0.015710465,0.614375204,0.710823222,0.000386976,0.018615945,0.000399732
76,9708015,0.035284688,0.000374403,0.04722563,0.765155293,0.047114831,0.047114831,0.035284688,0.023845232,0.555603936,0.700126695,0.000374403,0.031161473,0.000376264
77,9703210,0.060946275,0.004144805,0.078493164,0.828851086,0.078341058,0.078341058,0.060946275,0.043452847,0.681518776,0.765830936,0.004144805,0.058276002,0.004265692
78,9701015,0.028869282,0.00106929,0.030255482,0.771414211,0.030209853,0.030209853,0.028869282,0.021269746,0.632086636,0.707316336,0.00106929,0.026709834,0.001287237
79,9607058,0.013632722,0.001345998,0.026552767,0.788110248,0.026492461,0.026492461,0.013632722,0.012475403,0.556474119,0.719453093,0.001345998,0.011736139,0.001453709
80,109053,0.02485966,0.001758854,0.034672665,0.786031626,0.034634539,0.034634539,0.02485966,0.018537218,0.608996603,0.721240037,0.001758854,0.024686362,0.001972703
81,109063,0.016038488,0.000256354,0.016256988,0.741058604,0.016230055,0.016230055,0.016038488,0.011941461,0.667579784,0.673439539,0.000256354,0.015378389,0.000312901
82,9903061,0.005613478,0.00022073,0.02382017,0.775634225,0.023804303,0.023804303,0.005613478,0.004057961,0.570308836,0.714562623,0.00022073,0.005261028,0.000196346
83,9703110,0.053728942,0.013794425,0.045733612,0.810158489,0.045624193,0.045624193,0.053728942,0.049465037,0.545984254,0.743810825,0.013794425,0.051396196,0.01507287
84,9702173,0.01443465,0.000294772,0.013307683,0.740754595,0.013303324,0.013303324,0.01443465,0.010590901,0.531493259,0.672656558,0.000294772,0.013354917,0.000384087
85,9705152,0.005613478,0.006314734,0.013001609,0.738766817,0.012948569,0.012948569,0.005613478,0.010653718,0.561950616,0.666806182,0.006314734,0.004451639,0.006901996
86,9702174,0.032878904,0.002123589,0.013883949,0.737666116,0.013857629,0.013857629,0.032878904,0.03188389,0.608674036,0.666995927,0.002123589,0.029542695,0.002711933
87,9603129,0.003207694,0.000592339,0.009940382,0.732525952,0.009910976,0.009910976,0.003207694,0.004372045,0.580555027,0.660160562,0.000592339,0.003237556,0.000625803
88,110028,0.075380908,0.00527467,0.103124071,0.823260432,0.102861966,0.102861966,0.075380908,0.051293004,0.664073662,0.76396559,0.00527467,0.076487252,0.005690207
89,9702180,0.043303932,0.001521395,0.053721114,0.800106868,0.053593106,0.053593106,0.043303932,0.030575731,0.576833325,0.733702594,0.001521395,0.038850668,0.001688369
90,9607125,0.012028866,6.95e-05,0.023663143,0.750874489,0.023577481,0.023577481,0.012028866,0.009020483,0.510914817,0.680341345,6.95e-05,0.010522056,6.52e-05
91,9704198,0.030473138,0.003389545,0.05094821,0.790861544,0.050820471,0.050820471,0.030473138,0.023656782,0.576615145,0.724839526,0.003389545,0.02630514,0.003497073
92,9812072,0.048115482,0.009850268,0.093951384,0.883581358,0.093913042,0.093913042,0.048115482,0.036238346,0.560902513,0.824558381,0.009850268,0.046135168,0.009137622
93,9904033,0.023255821,0.008234302,0.06400484,0.882527133,0.063970585,0.063970585,0.023255821,0.020453129,0.521894787,0.821674141,0.008234302,0.02266289,0.006349084
94,9910222,0.030473138,0.016599847,0.053916926,0.845924907,0.053926798,0.053926798,0.030473138,0.03934746,0.550521346,0.782929723,0.016599847,0.027923917,0.017988369
95,9607239,0.023255821,0.001032499,0.018694256,0.751840013,0.018624654,0.018624654,0.023255821,0.021301154,0.531696989,0.683020821,0.001032499,0.022258195,0.00136781
96,9708168,0.04971932,0.001477172,0.06651582,0.797518838,0.066337247,0.066337247,0.04971932,0.035154757,0.590616214,0.733832366,0.001477172,0.044921085,0.001496616
97,9703191,0.011226938,0.000398152,0.005248398,0.695316837,0.005232641,0.005232641,0.011226938,0.011250477,0.560571683,0.623064817,0.000398152,0.012140834,0.000571045
98,110184,0.02004811,0.00069502,0.045183929,0.802921714,0.045134852,0.045134852,0.02004811,0.013983005,0.659794515,0.741723781,0.00069502,0.019830028,0.000637537
99,9705148,0.016038488,0.000250067,0.02052058,0.733234602,0.020487119,0.020487119,0.016038488,0.011407519,0.604539798,0.665901188,0.000250067,0.014973695,0.000287087
100,9811121,0.0096231,0.002314395,0.003967569,0.68834722,0.003946653,0.003946653,0.0096231,0.012758079,0.577967874,0.615585453,0.002314395,0.010522056,0.00271277
101,9706127,0.045709698,0.000933674,0.052453427,0.7724236,0.052322638,0.052322638,0.045709698,0.031788094,0.545781828,0.707511249,0.000933674,0.04087414,0.001224063
102,9711069,0.043303932,0.007993601,0.036753401,0.785116886,0.03674622,0.03674622,0.043303932,0.035196844,0.642975787,0.722667027,0.007993601,0.043707001,0.009179981
103,111013,0.032878904,0.010146242,0.047712526,0.797539556,0.047972451,0.047972451,0.032878904,0.03502347,0.538831289,0.727790736,0.010146242,0.029542695,0.011584394
104,9811231,0.005613478,0.005127151,0.00830824,0.747409942,0.008292405,0.008292405,0.005613478,0.009051891,0.543844608,0.674040452,0.005127151,0.005261028,0.005841761
105,9707192,0.052927031,0.006056815,0.054786362,0.79930476,0.054645177,0.054645177,0.052927031,0.041775955,0.532954402,0.73467026,0.006056815,0.048563335,0.007026257
106,9712046,0.032076976,0.002809082,0.023622981,0.774176871,0.023549766,0.023549766,0.032076976,0.031151446,0.616889306,0.705230529,0.002809082,0.027923917,0.002925738
107,111231,0.011226938,0.001546115,0.03395427,0.79213708,0.033933232,0.033933232,0.011226938,0.00964865,0.52443123,0.729281211,0.001546115,0.010117361,0.001605005
108,9811083,0.008821172,0.001115133,0.028123406,0.80521746,0.02809396,0.02809396,0.008821172,0.011030618,0.611483756,0.741123073,0.001115133,0.009712667,0.000969838
109,9911243,0.016038488,0.004038184,0.029065277,0.808632544,0.029035391,0.029035391,0.016038488,0.022808756,0.66396002,0.744363178,0.004038184,0.015378389,0.00401117
110,112040,0.060946275,0.003104196,0.085735408,0.821168226,0.085487603,0.085487603,0.060946275,0.039853134,0.659044527,0.756445947,0.003104196,0.062727641,0.003000748
111,9704061,0.02004811,1.19e-05,0.024921741,0.716990167,0.024850831,0.024850831,0.02004811,0.013103571,0.581539245,0.647874614,1.19e-05,0.016997167,1.14e-05
112,112082,0.003207694,8.8e-05,0.002350141,0.650921891,0.002350254,0.002350254,0.003207694,0.003869511,0.583537493,0.579020602,8.8e-05,0.002428167,0.000150975
113,201093,0.02485966,0.002192393,0.053523848,0.815225476,0.053577585,0.053577585,0.02485966,0.017123842,0.653061702,0.751765102,0.002192393,0.023876973,0.002421341
114,201168,0.002405766,0.001157393,0.00178617,0.647653308,0.001780428,0.001780428,0.002405766,0.006916122,0.5705413,0.575121986,0.001157393,0.002428167,0.001268025
115,9905126,0.012028866,0.000115255,0.013507134,0.72022008,0.013458529,0.013458529,0.012028866,0.010025551,0.689514555,0.650314252,0.000115255,0.011331445,0.000137677
116,9602021,0.008821172,0.000116652,0.015432381,0.758069297,0.015387511,0.015387511,0.008821172,0.008989075,0.579642197,0.685258241,0.000116652,0.008498584,0.000172096
117,202172,0.019246182,0.000999781,0.022156806,0.758153552,0.022083518,0.022083518,0.019246182,0.018976935,0.633914068,0.687656889,0.000999781,0.020639417,0.001032246
118,203023,0.012028866,0.001706829,0.026990221,0.786474682,0.026981137,0.026981137,0.012028866,0.009994142,0.58970386,0.726846174,0.001706829,0.012950223,0.002100922
119,203165,0.007217316,0.000585353,0.006773253,0.691681969,0.006806867,0.006806867,0.007217316,0.006225138,0.527414324,0.619937487,0.000585353,0.006475111,0.000834649
