Id,degree_centrality
9208010,0.000182782
9903044,0.000182782
9709139,0.000365564
11095,0.000182782
9702109,0.000548346
3208,0.000365564
9704142,0.000365564
9205006,0.000365564
8036,0.000182782
9603204,0.000365564
9505162,0.000731128
9406020,0.000365564
9202026,0.000182782
9309041,0.000548346
9610183,0.000182782
9511151,0.000182782
10168,0.000182782
9407087,0.00091391
9206075,0.000182782
9205105,0.000182782
9601092,0.000182782
9309050,0.00091391
9502130,0.000182782
9409098,0.000548346
9512144,0.000182782
9704148,0.000365564
9601020,0.000365564
9310022,0.000365564
9504118,0.000182782
9307120,0.000182782
205209,0.000731128
9601090,0.000182782
9412010,0.000365564
9302055,0.000182782
9205111,0.000182782
9310118,0.000365564
9610144,0.000365564
9709087,0.00091391
9702195,0.000548346
9409113,0.000365564
9512020,0.000182782
9306035,0.000365564
9511129,0.000182782
9911175,0.000365564
9703010,0.000182782
9904016,0.000365564
9310106,0.000182782
9410103,0.000182782
9701012,0.000365564
9911030,0.000182782
9904202,0.000548346
9707044,0.000365564
9612128,0.000365564
9305012,0.000182782
9707121,0.000182782
9511070,0.000182782
9212149,0.000182782
9604034,0.000548346
9709228,0.000365564
9603142,0.000365564
9306080,0.000365564
9601028,0.000182782
6178,0.000182782
9704054,0.000365564
9211052,0.000182782
6108,0.000365564
9606013,0.000182782
207179,0.000182782
8135,0.000365564
9305052,0.000182782
9602074,0.000365564
9702104,0.000182782
9907001,0.000182782
208072,0.000731128
9511065,0.000365564
9310032,0.000182782
9605004,0.000182782
9303160,0.000182782
9306118,0.000182782
9804205,0.000365564
9510221,0.000182782
9408165,0.000365564
9612025,0.000365564
202032,0.000182782
9511037,0.000548346
9304035,0.000182782
9906069,0.000182782
9504117,0.000182782
9408025,0.000182782
3112,0.000731128
207064,0.000182782
9411031,0.000365564
9207074,0.000182782
9307184,0.000182782
9509106,0.000182782
9608042,0.000182782
2231,0.000548346
203026,0.000365564
9609131,0.000365564
9509022,0.000548346
9909215,0.00091391
9202001,0.000182782
9906130,0.000365564
9905084,0.000182782
204158,0.001645037
9405096,0.000365564
9312172,0.000548346
9212040,0.000182782
9306129,0.000182782
204223,0.000365564
9803136,0.000182782
9204054,0.000365564
9303115,0.000182782
9303068,0.000182782
2014,0.000182782
209042,0.000548346
9802116,0.000731128
210066,0.000182782
9511154,0.000731128
212014,0.000182782
9206080,0.000182782
9406056,0.000365564
9710002,0.000182782
9410114,0.000365564
9505176,0.000182782
9902109,0.000365564
9207068,0.000182782
