,Id,Unnamed: 0.1,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality
0,9306153,0.0,0.9388295013888854,0.003312605,0.032787235,0.009673644,0.073643495,0.060418277,4.58e-34,0.011139196,0.006971226,0.003424151,0.033015262
1,9307007,0.000564652738565782,0.9389156854483666,7.319999999999147e-07,0.0,0.001389174,0.001550475,0.000774503,3.07e-26,0.001281771,4.12e-09,0.000431024,0.0
2,9307008,0.0006080875646093037,0.938915786366469,1.7799999999999146e-06,1.43e-06,0.002222681,0.003876054,0.000774503,3.07e-26,0.001831101,1.7e-09,0.000910135,1.43e-06
3,9307010,0.0006949572166963471,0.9389159882026739,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.0,0.011175566,0.0,0.0
4,9307049,0.0020414368240455195,0.9389199240086689,0.001457262,0.005033006,0.001389174,0.060465197,0.059643684,1.82e-37,0.001281771,0.041220566,0.000391012,0.005088469
5,9307111,0.004039438822047518,0.93892618093102,1.0347e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.0,0.007284947,0.0,0.0
6,9307158,0.005516222907527255,0.9389309240818345,0.001983298,0.002999468,0.002000418,0.03488381,0.032532925,1.13e-36,0.001831101,0.006024,0.000749728,0.003002197
7,9307168,0.005820266689831907,0.9389319332628588,1.0347e-18,0.0,0.0,0.037984582,0.038729666,0.0,0.0,0.015535633,0.0,0.0
8,9307174,0.006080875646093037,0.9389325387714735,1.0347e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.0,0.000159974,0.0,0.0
9,9701014,0.008165747296182078,0.97867812423523,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.00073244,0.005721039,0.0,0.0
10,9509161,0.008339486600356166,0.9593166835283996,1.0347e-18,0.0,0.0,0.100000075,0.100697128,0.0,0.0,0.024822271,0.0,0.0
11,9701025,0.008643530382660818,0.9786792343343568,1.0347e-18,0.0,0.0,0.101550461,0.102246313,0.0,0.0,0.056971421,0.0,0.0
12,9701037,0.009121313469139556,0.978680445351586,0.091749197,0.046438627,0.053226761,0.074418688,0.054996129,5.03e-20,0.109238385,0.012820367,0.005527708,0.047254071
13,9701055,0.009816270685835904,0.9786822618774299,0.079138552,0.007346155,0.05955443,0.044961319,0.024012389,7.11e-19,0.002697822,0.007367408,0.012380302,0.006742222
14,9509170,0.010163749294184076,0.9593175917913216,0.00459926,0.021911368,0.026097875,0.019379932,0.006971333,4.170000000000001e-21,0.00054933,0.000258102,0.00399027,0.022312938
15,9701069,0.010424358250445206,0.978683674730864,1.0347e-18,0.0,0.0,0.034108617,0.034856703,0.0,0.0,0.012179483,0.0,0.0
16,9701088,0.011206185119228598,0.9786855921748103,0.120996795,0.020691245,0.073873496,0.063565969,0.037180481,1.93e-18,0.042085658,0.019909017,0.013265224,0.019997685
17,9701093,0.011379924423402684,0.9786860967653225,1.0347e-18,0.0,0.0,0.047286916,0.048024795,0.0,0.00036622,0.017970408,0.0,0.0
18,9701123,0.012596099552621292,0.9786891243083956,1.0347e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.011237727,0.008231637,0.0,0.0
