9601108,1001
9601108,9602114
9601108,9603150
9601108,9603161
9601108,9608086
9601108,9609070
9601108,9609071
9601108,9609239
9601108,9611137
9601108,9612108
9601108,9702198
9601108,9705220
9601108,9707049
9601108,9811217
9601108,9912151
9601108,9912188
9601108,9608186
9601108,9611063
9601108,9706110
9601108,9604034
9601108,9611190
9601108,9705131
9601108,9807096
9601108,9810201
9601108,9803232
9601108,9707123
9601108,1132
9601108,9605036
9601108,9603170
9601108,9605200
9601108,9610162
9601108,9611090
9601108,9703003
9601108,2012
9601108,9605131
9601108,9606008
9601108,9606086
9601108,9807170
9601108,9711102
9601108,9803072
9601108,9610251
9601108,9606133
9601108,9704129
9601108,9706226
9601108,9806059
9601108,9611184
9601108,9910181
9601108,6204
9601108,9604043
9601108,9612131
9601108,9812205
9601108,9706025
9601108,7018
9601108,6047
9601108,9912133
9601108,9804105
9601108,9804151
9601108,9806144
9601108,9904078
9601108,9911022
9601108,9603108
9601108,9704095
9601108,10271
9601108,9812072
9601108,11130
9601108,9605154
9601108,9805051
9601108,12079
9601108,12213
9601108,9611196
9601108,102198
9601108,9602118
9601108,103243
9601108,106104
9601108,106262
9601108,108094
9601108,108120
9601108,109055
9601108,109164
9601108,202104
9601108,203272
9601108,208174
9601108,209161
9601108,211121
9601108,9608104
9601108,9909032
9601108,212200
9601108,301125
9601108,9603059
9601108,9604057
9601108,9606146
9601108,9607054
9601108,9701094
9601108,9708009
9601108,9804059
9602022,1001
9602022,9602114
9602022,9603003
9602022,9603150
9602022,9603161
9602022,9605184
9602022,9606017
9602022,9609071
9602022,9611137
9602022,9612108
9602022,9705104
9602022,9707014
9602022,9712028
9602022,9811217
9602022,9905036
9602022,9908144
9602022,9708039
9602022,9710231
9602022,9711200
9602022,9704057
9602022,9909007
9602022,9807056
9602022,9807087
9602022,1029
9602022,9605150
9602022,9609111
9602022,9611007
9602022,9804176
9602022,9809122
9602022,9812028
9602022,9812209
9602022,9907134
9602022,9907164
9602022,9607229
9602022,9604089
9602022,9709062
9602022,1051
9602022,9605199
9602022,9606044
9602022,9608047
9602022,9608186
9602022,9610076
9602022,9709013
9602022,9903215
