,Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality
0,0.0,0.012748636849175161,0.000934415178462175,0.9496381462670462,0.5233054690099241,0.012748582967336039,0.0007679308744945673,0.00039451729404764565,0.6092867577848833,0.07708057328676383,0.00019379233221133782,0.00019379233221133782
1,1.0089503989894353e-07,0.01175024953582955,0.004316108205277666,0.9501590668080594,0.5889759753205128,0.011750195257389072,0.003302103609474235,0.015143939055510822,0.635208275650058,0.031095003996364955,0.001401317323254343,0.001401317323254343
2,2.0179007979788707e-07,0.006835112454007907,0.0013259796341987056,0.9394615914122528,0.4631390816889948,0.006835057395367189,0.0011518963117418508,0.00016652253790822074,0.4662763892129271,0.0013138734082971091,2.6335881044104886e-07,2.6335881044104886e-07
3,3.026851196968306e-07,7.67990241035085e-05,3.052422916309958e-10,1.4139271827504204e-06,0.00027325167164352066,7.664146030235187e-05,7.684785746942111e-05,1.660207750821319e-36,0.00023212274291133447,0.004708046379731313,0.0,0.0
4,4.0358015959577414e-07,0.0072959065986289585,0.00010145079080446473,0.9405778497144238,0.4453690197399725,0.007295853029516337,7.684785746942111e-05,7.181480448395959e-05,0.5245207645845348,0.03054755674290782,1.6646264433537993e-05,1.6646264433537993e-05
5,5.044751994947177e-07,7.67990241035085e-05,0.00010234071002204775,9.953303194359507e-06,0.29304034634906023,7.664146030235187e-05,7.684785746942111e-05,1.1603265353303516e-09,0.3060764366952126,0.0024087679152113685,0.0008906993730482642,0.0008906993730482642
6,6.053702393936612e-07,0.00023039707231052554,1.85993116474852e-23,0.00010883518446168478,0.47531033766026093,0.0002303426182388995,0.0,0.0001367303701091982,0.487472998507629,0.01357669188573681,0.0,0.0
7,7.062652792926047e-07,0.0005375931687245596,8.489829335742066e-09,8.976577179959477e-05,0.002457513818608777,0.0005375389999942848,0.00015348342803975544,4.421729710996686e-33,0.002398601675976714,0.007335793196325535,2.596320348216e-07,2.596320348216e-07
8,8.071603191915483e-07,7.67990241035085e-05,2.3404877282364695e-16,2.1674018688024406e-12,0.00027325167164352066,7.664146030235187e-05,7.684785746942111e-05,1.660207750821319e-36,0.00023212274291133447,0.003503662422125628,0.0,0.0
9,9.080553590904918e-07,0.004223945864890067,0.001147995790682101,0.5199903257613812,0.4456586589635259,0.004223891334994625,0.0009215183231148752,0.0006884499575704651,0.4918357124992181,0.002737236267285647,6.571547675628059e-05,6.571547675628059e-05
