Id,betweenness_centrality
0.96859471,0
0.968594609,0
0.999376469,1.66E-06
0.968595013,0
0.968594912,0
0.968594811,0
0.968595114,0
0.010412971,0.002140636
0.968595517,0
0.968595618,0
0.968595719,0.009860412
0.96859582,1.66E-06
0.968595921,0
0.968596022,0.011293121
0.968596122,0
0.968596223,0
0.968596324,0.000349328
0.999376771,1.66E-06
0.968596526,1.58E-05
0.968596425,4.97E-06
0.010412568,8.05E-05
0.968596627,0.001453779
0.96859693,0
0.968597031,3.74E-05
0.968597131,0
0.968597232,4.64E-05
0.968597333,0.000384725
0.999376973,0.000442454
0.010413476,1.33E-05
0.968597636,0
0.968597737,0
0.968597838,2.00E-05
0.968597939,0
0.968598039,0.058850225
0.968597434,0
0.968597535,0.005604422
0.968598342,1.58E-05
0.999377175,0
0.968598443,0.002574663
0.968598645,4.97E-06
0.968598544,0
0.968598847,0
0.968598948,0
0.999377276,0.028569912
0.968599149,0
0.968599048,0
0.968599351,3.32E-06
0.968599452,0
0.968599553,0
0.968599654,0
0.968599755,0
0.968599856,0
0.968599956,2.49E-06
0.999377478,0.019130885
0.968600158,0
0.968600259,0
0.96860036,1.16E-05
0.999377579,0
0.968600562,0.004845929
0.968600663,0.002886488
0.968600461,1.66E-06
0.968600865,0.027390033
0.968600965,0
0.968601066,0
0.99937768,3.83E-05
0.968601268,0.00036492
0.968601369,0
0.99937778,0.000674216
0.968601571,0.001217803
0.96860147,0
0.968601773,2.83E-05
0.968601873,0
0.968601974,0.009733996
0.999377881,0.003969448
0.968602075,0.00119252
0.968602176,0
0.968602378,0
0.999377982,0
0.96860258,0.000450882
0.968602479,0
0.968602681,7.50E-05
0.968602882,0
0.968602983,0
0.968603084,0.000442454
0.968603185,0
0.968603286,0.000420121
0.968603387,0
0.968603488,6.66E-06
0.999378184,0
0.96860369,0.000707927
0.968603791,0.000202265
0.968603891,0
0.968603992,0
0.968603589,0
0.000819268,0.010155382
0.01041287,3.32E-06
0.968604295,9.99E-06
0.999378386,0
0.968604497,0
0.968604598,0
0.968604699,0
0.968604194,0
0.968605001,0
0.968605102,0
0.968605203,0
0.999378487,0
0.968605304,0
0.968605405,0
0.968605708,0
0.968605808,0
0.968605909,5.10E-05
0.96860601,0
0.968606111,4.15E-05
0.999378688,0
0.968606313,1.33E-05
0.968606414,0
0.968606515,0
0.968606616,0
0.968606716,0
0.968606817,0
0.968606918,0
0.968607019,0
0.999378789,0
0.968607221,0
0.968607322,0
0.968607423,0
0.999378991,0
0.968607625,0.031308915
0.968607524,0
0.968607826,0
0.968607927,4.97E-06
0.968608028,0
0.999379092,2.49E-06
0.96860823,0
0.968608331,5.69E-05
0.968608432,6.49E-05
0.968608533,3.38E-05
0.968608633,0.004888067
0.968608129,0
0.968608835,0.002680009
0.968608936,0
0.968609037,4.80E-05
0.999379294,0.038725293
0.968609138,0.0130208
0.96860934,0
0.968609441,0.012346584
0.999379395,0.009228334
0.968609239,0
0.968609743,0
0.968609844,9.99E-06
0.968609945,0.001740321
0.999379496,0
0.968610147,0.133755646
0.968609642,4.47E-05
0.968610046,0.002587305
0.968609542,0
0.999379597,3.32E-06
0.030388773,1.33E-05
0.999379798,0.005646561
0.959518497,0
0.999380101,0.001900447
0.999380202,0
0.999380303,0
0.999380404,0
0.999380505,0
0.999380706,0
0.999380807,0
0.99938111,0
0.999381211,0
0.999381614,0
0.999381715,0.005140899
0.999381917,0
0.958704476,6.15E-05
0.958704577,0
0.958704677,0
0.958704879,0
0.999382119,0
0.000820075,0
0.958705283,0
0.958705384,0
0.958705485,0
0.958705586,0
0.958705787,0
0.958705888,0
0.958705989,0
0.95870609,0
0.9994702,0
0.958706292,0.002949696
0.999382422,3.32E-06
0.958706393,0
0.958706594,0
0.958706695,0
0.958706494,0
0.958706897,0.003455358
0.958706796,0
0.958707099,0
0.9587072,0
0.958707301,0.009186196
0.958707402,0
0.999382623,0
0.958707603,0
0.958707704,7.50E-06
0.958707805,0
0.958708007,0.00017951
0.958708108,0.000219963
0.958708209,0
0.958708411,0
0.958708511,0
0.958708612,0
0.999470301,0
0.958708814,0
0.958708915,0
0.999382926,3.32E-06
0.958709016,0.001230445
0.958708713,3.89E-05
0.95870952,0
0.958709621,0
0.958709722,0
0.958709924,0
0.958710025,0
0.958710126,0
0.958710227,0
0.958710428,0.017782452
0.958710529,0
0.999383229,0
0.95871063,0
0.958710832,0
0.958710933,0
0.99938333,0.001508559
0.958710731,0
0.958711236,2.49E-05
0.958711337,0
0.958711437,0
0.958711538,0
0.958711639,0
0.010413879,0
0.958711841,0
0.958711942,0
0.999383531,3.32E-06
0.958712144,0
0.958712245,2.49E-05
0.958712345,0
0.958712446,0.000308454
0.999383632,0
0.958712648,0
0.958712749,0
0.95871285,0.005646561
0.01041277,0
0.958713052,0.000199315
0.958713153,0
0.958713254,0
0.958713354,0
0.958713455,4.51E-05
0.958713556,0
0.999383834,0
0.958713758,2.66E-05
0.958713859,0
0.95871396,0
0.999383935,0
0.958714162,0.001934158
0.958714262,0.01331577
0.958714363,0
0.958714464,0
0.958714565,0
0.958714666,0
0.958714767,0
0.958714868,0
0.958714969,0
0.95871507,0.002705293
0.999384137,0
0.958715171,0
0.958715372,6.66E-06
0.030389681,0
0.958715473,0
0.958715675,0
0.958715776,0
0.958715877,0
0.958715978,4.97E-06
0.979100707,0
0.958716179,0
0.958716079,1.16E-05
0.95871628,0
0.958716482,0
0.958716583,0
0.010414081,1.66E-06
0.958716886,0
0.958716987,0
0.99938454,0
0.958717188,0
0.958717289,0
0.95871739,0.029412682
0.958717491,0
0.999384641,0.004550959
0.958717693,0
0.958717794,0
0.958717895,0.000164762
0.030389782,0
0.958718096,0.002410323
0.958718197,0
0.999384742,0
0.958718399,0
0.9587185,0
0.979100807,0
0.958718702,0
0.958718803,0.000125573
0.999470705,3.32E-06
0.958719005,0
0.958718601,0
0.958719206,0
0.958719307,0
0.958719408,0
0.958719509,0
0.958719711,0
0.958719812,0
0.958719913,0
0.958720013,0
0.958720215,6.87E-06
0.958720316,0
0.958720417,0.007121409
0.958720518,0
0.958720619,3.32E-05
0.95872072,0
0.958720821,0
0.979100908,0
0.999385348,0
0.999470806,0
0.958721123,0
0.958721325,6.66E-05
0.958721527,0
0.958721628,0
0.958721729,0
0.958721022,0
0.958721931,0
0.958722031,0
0.958722132,0
0.958722233,0
0.958722334,0
0.958722435,0
0.958722536,0
0.99938565,0
0.958722738,0
0.958722637,0
0.958722939,0
0.030389983,0
0.999385751,0
0.958723141,0
0.000820781,1.66E-06
0.958723343,0
0.958723545,0
0.999385852,0
0.958723646,0
0.958723242,0
0.958723948,0
0.958724049,0
0.958723444,0
0.958724251,0
0.958724352,0
0.958723747,0
0.958724554,0
0.958724655,0
0.958724756,0
0.958724856,0
0.958724957,0
0.958725058,0
