Id,degree_centrality
1001,0.024978619
5068,0.014642707
7195,0.109388586
11075,0.064599619
212114,0.012920059
9304045,0.027562592
9406055,0.027562592
9409110,0.006890768
9509049,0.012920059
9609167,0.007752092
9404186,0.014642707
9405086,0.003445449
9511152,0.004306795
9308122,0.008613416
9506112,0.01722668
9508155,0.05081841
9601108,0.082687471
9605222,0.055986355
9412115,0.018949328
9506091,0.010336064
9506110,0.03100791
9509009,0.012920059
9412236,0.016365355
9512017,0.02928524
9601014,0.035314531
9602102,0.018949328
9412117,0.047373092
9605154,0.032730559
9603108,0.014642707
9610162,0.02928524
9403187,0.049095762
9606049,0.031869234
9310187,0.018088004
9710046,0.061154322
9912188,0.018949328
9604057,0.046511767
9608104,0.018088004
9406008,0.05081841
9602147,0.024978619
9812068,0.008613416
9807124,0.012920059
9504114,0.014642707
9504115,0.024978619
9812253,0.01722668
9705068,0.008613416
9510218,0.008613416
9511206,0.00947474
9611053,0.060292998
9611110,0.008613416
3298,0.007752092
9604096,0.030146586
9607223,0.006029443
102198,0.002584125
108234,0.004306795
109013,0.025839943
109155,0.01722668
211121,0.013781383
212020,0.016365355
9909032,0.004306795
9507075,0.049957086
9603059,0.028423916
9609163,0.024978619
9610119,0.01722668
9701094,0.007752092
9707022,0.018949328
9309097,0.003445449
9504090,0.014642707
9510234,0.014642707
9603150,0.004306795
9702155,0.027562592
9702198,0.062015646
9711036,0.146425635
9501111,0.020671976
9406032,0.054263707
9503208,0.118863196
9508107,0.03703718
9404060,0.010336064
9608039,0.008613416
9605200,0.011197389
9710021,0.005168119
9706110,0.014642707
9807040,0.024978619
1025,0.012058713
9612181,0.105943289
9407025,0.024117295
9708065,0.010336064
9704151,0.021533322
9711090,0.020671976
9711124,0.003445449
9404092,0.025839943
9811004,0.03100791
9604043,0.077519525
9810244,0.014642707
9811131,0.016365355
9806059,0.026701268
9412074,0.055986355
9806177,0.018949328
1206,0.011197389
9410184,0.014642707
9707198,0.011197389
9911068,0.09216208
9811258,0.043927795
2205,0.012920059
2222,0.027562592
9712011,0.00947474
7075,0.022394647
9801175,0.007752092
11197,0.085271465
104147,0.002584125
9409072,0.015504031
107217,0.015504031
109069,0.00947474
111154,0.040482498
112006,0.015504031
203111,0.026701268
206012,0.006890768
303087,0.003445449
9409124,0.022394647
9512149,0.013781383
9612075,0.012920059
9311042,0.044789119
9602114,0.036175855
9905036,0.014642707
9507012,0.013781383
9801022,0.013781383
9808192,0.043927795
2004,0.00947474
11059,0.012920059
11101,0.018088004
12041,0.018088004
