,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige
0,0.928941814412378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.790129144682082e-16,5.049624004837804e-16,0.0,0.0
1,0.9990673258747654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.776408144850348e-16,5.049624004837804e-16,0.0,0.0
2,0.9795032652674941,0.05263159410249256,0.011846042489049408,0.01738206822161056,3.9623299634475125e-20,0.05481925960636919,0.011846042489049408,0.018360041065204016,4.781207485650626e-16,5.057701286002775e-16,0.009664480486847505,0.08333333333333333
3,0.9787939728507481,0.1052631882049851,0.607433345023916,0.3171576452785311,0.00019427244671530372,0.11393154963737334,0.607433345023916,0.30962275995637656,4.77550820021581e-16,5.043907449360629e-16,0.053132027681517584,0.1388888888888889
4,0.00022257454784374095,0.05263159410249256,0.0001245233600226847,0.0030575102212947085,7.339477016621847e-32,0.049285395558341404,0.0001245233600226847,0.0026167674678117636,4.778222226892491e-16,5.050172370715059e-16,0.002490190586609496,0.027777777777777776
5,0.9789990925496449,0.05263159410249256,3.115415898694884e-05,0.0030575102212947085,7.339477016621847e-32,0.049285395558341404,3.115415898694884e-05,0.0026167674678117636,4.755090736172313e-16,5.053001007054875e-16,0.002490190586609496,0.027777777777777776
6,0.9286387255902009,0.05263159410249256,0.0009654058248949715,0.0030575102212947085,7.339477016621847e-32,0.049285395558341404,0.0009654058248949715,0.0026167674678117636,4.779791620068196e-16,5.04280648312058e-16,0.002490190586609496,0.08333333333333333
7,0.0007096959970683926,0.0,0.0,0.004076674719181933,3.3109731858220176e-30,0.05421393918328298,0.0,0.003925151201717645,4.776414013016135e-16,5.054620697773409e-16,0.004601707038352175,0.08333333333333333
8,0.9688149449022054,0.05263159410249256,0.0002336561924021163,0.0055035083617506544,6.534062484447301e-30,0.05914244211715009,0.0002336561924021163,0.005233534935623527,4.784550975459737e-16,5.049757391132271e-16,0.006713350540634986,0.08333333333333333
9,0.9589229894082363,0.15789478230747767,0.24007777346635725,0.13142402791667987,5.559089799463781e-19,0.1906723117665485,0.24007777346635725,0.12943134168380607,4.800125496866466e-16,5.00653811448206e-16,0.029080153454183383,0.2222222222222222
