Id,degree_centrality
9306112,0.000775103
9306114,0
9306115,0
9306116,0
9306117,0.012403195
9306118,0.001550475
9306119,0.003876054
9306120,0.002325668
9306122,0.007752019
9306123,0.000775103
9306125,0.002325668
9306129,0
9306130,0.002325668
9306131,0.001550475
9306132,0.012403195
9306134,0.002325668
9306135,0.001550475
9306136,0
9306137,0
9306139,0
9306140,0.001550475
9306141,0.00542644
9306142,0
9306144,0
9306145,0.014728774
9306146,0.012403195
9306147,0.018604739
9306148,0.001550475
9306149,0
9306150,0.004651247
9306152,0
9306153,0.073643495
9306154,0.006201633
9306155,0.000775103
9306156,0.003876054
9306157,0.00542644
9306161,0.011628002
9306162,0.013953581
9306163,0.008527212
9306164,0.000775103
9307001,0.018604739
9307002,0.002325668
9307003,0.000775103
9307005,0.000775103
9307007,0.001550475
9307008,0.003876054
9307009,0
9307010,0.025581476
9307011,0.003100861
9307012,0.000775103
9307013,0.006976826
9307015,0.007752019
9307016,0.000775103
9307017,0.001550475
9307018,0.000775103
9307022,0.000775103
9307023,0
9307024,0.001550475
9307025,0.003100861
9307027,0.008527212
9307029,0.000775103
9307030,0.004651247
9307031,0.003876054
9307032,0
9307033,0.001550475
9307034,0.002325668
9307035,0.010852809
9307036,0.013178388
9307037,0.003876054
9307038,0.012403195
9307039,0.008527212
9307040,0.006976826
9307042,0.003876054
9307043,0.001550475
9307045,0.013953581
9307046,0.008527212
9307047,0
9307048,0.006976826
9307049,0.060465197
9307050,0.004651247
9307052,0.007752019
9307053,0.002325668
9307054,0.006201633
9307055,0
9307056,0.006976826
9307057,0.000775103
9307059,0.006976826
9307060,0
9307061,0
9307063,0.007752019
9307064,0.003100861
9307065,0.003876054
9307066,0.003876054
9307067,0
9307068,0
9307069,0
9307071,0.003100861
9307072,0
9307073,0.001550475
9307074,0.008527212
9307075,0.003100861
9307076,0.001550475
9307079,0.006201633
9307080,0.001550475
9307083,0
9307085,0.006976826
9307086,0.001550475
9307087,0.007752019
9307089,0.000775103
9307091,0.006976826
9307092,0.003876054
9307093,0.000775103
9307095,0
9307097,0
9307099,0.003100861
9307101,0.002325668
9307102,0.000775103
9307103,0
9307104,0.003100861
9307106,0.006201633
9307107,0.00542644
9307108,0.017829546
9307109,0.001550475
9307110,0
9307111,0.036434196
9307112,0
9307113,0
9307115,0.00542644
9307116,0.007752019
9307117,0.002325668
9307118,0.006976826
9307119,0
9307120,0.001550475
9307121,0.000775103
9307123,0.011628002
9307124,0.000775103
9307125,0.000775103
9307126,0.006201633
9307128,0
9307129,0.000775103
9307130,0.000775103
9307131,0
9307132,0
9307136,0.002325668
9307137,0.002325668
9307139,0.003876054
9307140,0.00542644
9307143,0.013178388
9307145,0.00542644
9307146,0.004651247
9307147,0.008527212
9307148,0.001550475
9307150,0
9307151,0.003100861
9307154,0.006976826
9307155,0.009302423
9307156,0.000775103
9307157,0.004651247
9307158,0.03488381
9307159,0.001550475
9307160,0.006976826
9307161,0.002325668
9307163,0.00542644
