Rank,Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality
1,1,0.979710718,0.999275372,0.021205813,0.021109559,0.979710718,0.999275372,0.979710718,0.999275372,0.020795977,0.999275372
2,0.999999899,0.98888712,0.989679953,0.030594498,0.02111642,0.98888712,0.020204429,0.98888712,0.010102114,0.030496024,0.989679953
3,0.999999798,0.988882983,0.020705878,0.030573612,0.021205813,0.988882983,0.011003005,0.988882983,0.021102799,0.030597625,0.020705878
4,0.999999697,0.999275372,0.988972982,0.030476249,0.021010379,0.999275372,0.030489466,0.96950448,0.011003005,0.999275372,0.988972982
5,0.999999596,0.999581185,0.998973696,0.030582592,0.021206115,0.988986098,0.010102114,0.999581185,0.000622421,0.030589957,0.998973696
6,0.999999496,0.96950448,0.000215411,0.030293629,0.030489466,0.96950448,0.021102799,0.999371525,0.020204429,0.021205813,0.000215411
7,0.999999395,0.999371525,0.988980549,0.020689634,0.021102799,0.988973082,0.000215411,0.999275372,0.010912906,0.021102799,0.988980549
8,0.999999294,0.979706884,0.97981696,0.030375757,0.030487549,0.999371525,0.999986985,0.979706884,0.020490568,0.030584307,0.97981696
9,0.999999193,0.969606082,0.020701741,0.030492695,0.021110063,0.989186173,0.000821084,0.969606082,0.020795977,0.020490568,0.020701741
10,0.999999092,0.968595013,0.989190209,0.021209747,0.030597222,0.988876223,0.989781958,0.968595013,0.989582186,0.030597525,0.989190209
11,0.999998991,0.988986098,0.020703154,0.020686304,0.020689634,0.989079628,0.999567261,0.968695201,0.011119337,0.020507115,0.020703154
12,0.99999889,0.968695201,0.01090998,0.030492392,0.030473726,0.988972982,0.999584111,0.968808204,0.97981696,0.021299544,0.01090998
13,0.999998789,0.968808204,0.999181338,0.021102395,0.020901816,0.988890449,0.998862409,0.988986098,0.988878746,0.030589251,0.999181338
14,0.999998688,0.968810726,0.999371525,0.021097249,0.030276477,0.968595013,0.00082744,0.968810726,0.010598719,0.011003005,0.999371525
15,0.999998587,0.979707187,0.99916691,0.030272037,0.030491787,0.999581185,0.020385536,0.979707187,0.021205813,0.030596919,0.99916691
16,0.999998487,0.969624243,0.988877131,0.030480991,0.030488861,0.969606082,0.021112081,0.969624243,0.021009269,0.020204429,0.988877131
17,0.999998386,0.978900127,0.999065712,0.020684387,0.020901614,0.979706884,0.000116937,0.978900127,0.979594285,0.03047978,0.999065712
18,0.999998285,0.999773995,0.999268814,0.021006343,0.030589251,0.989284344,0.020795977,0.968698228,0.02111642,0.030585922,0.999268814
19,0.999998184,0.968698228,0.020497529,0.030283539,0.030383123,0.988974394,0.988994472,0.969300773,0.021010379,0.021109559,0.020497529
20,0.999998083,0.969300773,0.979309559,0.020788006,0.020794867,0.989384532,0.020592573,0.978886406,0.01081302,0.03049108,0.979309559
21,0.999997982,0.010598719,0.01081302,0.021002206,0.020805865,0.999164993,0.000321452,0.999977702,0.989393714,0.03059813,0.01081302
22,0.999997881,0.978886406,0.999577452,0.021323355,0.020895964,0.968810726,0.000112498,0.96869732,0.021109559,0.010102114,0.999577452
23,0.99999778,0.999977702,0.020383821,0.021191082,0.021207528,0.978790152,0.98898973,0.999773995,0.001028726,0.030488861,0.020383821
24,0.999997579,0.020281917,0.000914916,0.021000693,0.020795977,0.989082352,0.989079628,0.968595921,0.988877131,0.000728563,0.000914916
25,0.999997478,0.989698114,0.999581185,0.020908576,0.030595406,0.979388358,0.021320429,0.020281917,0.989295644,0.021206115,0.999581185
26,0.999997377,0.96869732,0.020401982,0.021309734,0.020904036,0.989691859,0.988996187,0.989698114,0.020689734,0.01081302,0.020401982
27,0.999997276,0.988876223,0.979388056,0.021007756,0.020686304,0.989283032,0.999369507,0.969713535,0.020385536,0.030594498,0.979388056
28,0.999997175,0.988878746,0.020507922,0.020613861,0.021310441,0.968706603,0.01081302,0.968700044,0.020687212,0.010917951,0.020507922
29,0.999997074,0.999184163,0.989295644,0.021012599,0.030477459,0.989191924,0.000913403,0.988973082,0.999379395,0.02060135,0.989295644
30,0.999996973,0.968595921,0.999483821,0.021315889,0.030378078,0.978887414,0.989079829,0.988876223,0.030489466,0.030590966,0.999483821
31,0.999996872,0.968700044,0.020490568,0.020810203,0.020788006,0.020281917,0.000204918,0.978992345,0.030496024,0.001116,0.020490568
32,0.999996771,0.969713535,0.999478978,0.021109559,0.021302369,0.988892467,0.988986098,0.988890449,0.000210366,0.030598433,0.999478978
33,0.99999667,0.988973082,0.010598719,0.020903127,0.030277889,0.999274666,0.010307536,0.989191823,0.030477459,0.021009269,0.010598719
34,0.99999657,0.010102114,0.979402685,0.021001702,0.020808992,0.979707187,0.999970539,0.989186173,0.00082744,0.020797389,0.979402685
35,0.999996469,0.988890449,0.020481992,0.030287171,0.021000693,0.98958047,0.989187888,0.999184163,0.020797389,0.030572906,0.020481992
36,0.999996368,0.978992345,0.989889815,0.020692862,0.030381912,0.00062454,0.999089422,0.968810121,0.988789453,0.021010379,0.989889815
37,0.999996267,0.010912906,0.989888099,0.020990805,0.03028253,0.978900127,0.988990436,0.969605274,0.020899495,0.020700732,0.989888099
38,0.999996166,0.989191823,0.02060357,0.030269313,0.030589957,0.979690741,0.020992823,0.979590552,0.999567261,0.021094021,0.02060357
39,0.999996065,0.989079628,0.010605984,0.021111778,0.021303882,0.989185971,0.999272345,0.989903032,0.010614156,0.011119337,0.010605984
40,0.999995964,0.989186173,0.01090887,0.030271936,0.021011791,0.969624243,0.020689734,0.968704484,0.010395214,0.021193201,0.01090887
41,0.999995863,0.000622421,0.999773995,0.020987173,0.021216608,0.96869732,0.998874213,0.999083066,0.020507115,0.030581684,0.999773995
42,0.999995762,0.968810121,0.020204429,0.02060135,0.030369804,0.998973696,0.998865637,0.988972982,0.020396534,0.030596818,0.020204429
43,0.999995662,0.979590552,0.02049077,0.01081302,0.021113393,0.999672495,0.988992353,0.969217737,0.021112081,0.021103808,0.02049077
44,0.999995561,0.969605274,0.999274666,0.030589554,0.030490778,0.989090928,0.989295644,0.989079628,0.010702944,0.030481798,0.999274666
45,0.99999546,0.000217832,0.988986098,0.020609321,0.021002206,0.978886406,0.010302491,0.000217832,0.011025101,0.030489466,0.988986098
46,0.999995359,0.989903032,0.020496117,0.021113393,0.020899495,0.000215411,0.999071564,0.989176588,0.999366884,0.030594296,0.020496117
47,0.999995258,0.989582186,0.020397643,0.020700228,0.020809396,0.969300773,0.988995078,0.989284344,0.010905844,0.030589049,0.020397643
48,0.999995157,0.988972982,0.988992454,0.020613054,0.020684387,0.989479071,0.999879128,0.989384532,0.999986985,0.02111642,0.988992454
49,0.999995056,0.999164993,0.02060135,0.030590361,0.030492695,0.98908215,0.989074381,0.999681273,0.030381912,0.020612651,0.02060135
50,0.999994955,0.969217737,0.020600644,0.0207084,0.030597625,0.999971648,0.989092139,0.988878846,0.0001127,0.030489769,0.020600644
51,0.999994854,0.999083066,0.020701035,0.020986265,0.02080193,0.979590552,0.989487445,0.979402685,0.000102408,0.010412669,0.020701035
52,0.999994753,0.968704484,0.020393204,0.021300654,0.030478973,0.999773995,0.000822799,0.999164993,0.979612951,0.030376867,0.020393204
53,0.999994653,0.989176588,0.00062454,0.02121005,0.030593892,0.999384641,0.000622421,0.988974394,0.000624944,0.030592379,0.00062454
54,0.999994552,0.999681273,0.020706382,0.020906255,0.030572906,0.978992345,0.010805857,0.989491582,0.999673907,0.0302791,0.020706382
55,0.999994451,0.021102799,0.989185971,0.030489668,0.030285658,0.989187686,0.020588537,0.969010801,0.021212572,0.021212572,0.989185971
56,0.99999435,0.988878846,0.020694174,0.020602662,0.021311248,0.989295139,0.989286059,0.968898303,0.01060669,0.030471305,0.020694174
57,0.999994249,0.000215411,0.020602662,0.021110063,0.020810203,0.989177496,0.000119359,0.978801351,0.999773995,0.03048543,0.020602662
58,0.999994148,0.989284344,0.988878746,0.030375354,0.03058572,0.989077307,0.000118148,0.969110586,0.030488861,0.010211181,0.988878746
59,0.999994047,0.989384532,0.020592875,0.021195219,0.020794766,0.989584002,0.998968954,0.999265383,0.03047978,0.02070497,0.020592875
60,0.999993946,0.979510946,0.01071263,0.021011388,0.021320429,0.979816759,0.989395126,0.979510946,0.9898882,0.030484724,0.01071263
61,0.999993845,0.989491582,0.020498538,0.020893139,0.030374244,0.989386348,0.988978026,0.989082352,0.020588537,0.02090787,0.020498538
