,Id,Unnamed: 0.1,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality
0,9306153,0.0,0.9388359825732903,0.003312605,0.032787235,0.009673644,0.073643495,0.060418277,4.58e-34,0.011139196,0.006971226,0.003424151,0.033015262
1,9307001,0.00039091343439169525,0.9389215520568714,1.0347e-18,0.0,0.0,0.018604739,0.019364833,0.0,0.0,0.000216459,0.0,0.0
2,9307007,0.000564652738565782,0.9389221575013307,7.319999999999147e-07,0.0,0.001389174,0.001550475,0.000774503,3.07e-26,0.001281771,4.12e-09,0.000431024,0.0
3,9307008,0.0006080875646093037,0.9389222584087406,1.7799999999999146e-06,1.43e-06,0.002222681,0.003876054,0.000774503,3.07e-26,0.001831101,1.7e-09,0.000910135,1.43e-06
4,9307010,0.0006949572166963471,0.9389224602235604,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.0,0.011175566,0.0,0.0
5,9307049,0.0020414368240455195,0.9389263956125459,0.001457262,0.005033006,0.001389174,0.060465197,0.059643684,1.82e-37,0.001281771,0.041220566,0.000391012,0.005088469
6,9307108,0.003909134343916953,0.9389323491497289,0.00010307499999999992,0.000937969,0.000444485,0.017829546,0.017815648,2.57e-39,0.00036622,0.002510928,0.000170006,0.00093119
7,9307111,0.004039438822047518,0.9389326518719586,1.0347e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.0,0.007284947,0.0,0.0
8,9307158,0.005516222907527255,0.9389373945202231,0.001983298,0.002999468,0.002000418,0.03488381,0.032532925,1.13e-36,0.001831101,0.006024,0.000749728,0.003002197
9,9307168,0.005820266689831907,0.9389384035943219,1.0347e-18,0.0,0.0,0.037984582,0.038729666,0.0,0.0,0.015535633,0.0,0.0
10,9307174,0.006080875646093037,0.9389390090387812,1.0347e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.0,0.000159974,0.0,0.0
11,9307196,0.00690613734091995,0.9389412290017987,3.079999999999147e-07,0.000772744,0.000444485,0.017829546,0.017815648,2.57e-39,0.00036622,0.000129876,0.000170006,0.000760726
12,9701014,0.008165747296182078,0.9786803833472502,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.00073244,0.005721039,0.0,0.0
13,9509161,0.008339486600356166,0.9593209940388948,1.0347e-18,0.0,0.0,0.100000075,0.100697128,0.0,0.0,0.024822271,0.0,0.0
14,9701019,0.008382921426399688,0.9786808878842995,1.0347e-18,0.0,0.0,0.006976826,0.007745926,0.0,0.005951077,0.005638496,0.0,0.0
15,9701023,0.008556660730573774,0.9786812915139391,1.0347e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.0,0.002853139,0.0,0.0
16,9701025,0.008643530382660818,0.9786814933287589,1.0347e-18,0.0,0.0,0.101550461,0.102246313,0.0,0.0,0.056971421,0.0,0.0
17,9701037,0.009121313469139556,0.9786827042176774,0.091749197,0.046438627,0.053226761,0.074418688,0.054996129,5.03e-20,0.109238385,0.012820367,0.005527708,0.047254071
18,9701053,0.00972940103374886,0.9786843187362356,0.104177863,0.003711206,0.107477962,0.026356669,0.00309837,3.32e-18,0.001464881,0.002712956,0.016525615,0.003536486
19,9701054,0.009772835859792382,0.9786844196436455,0.095285723,0.013624702,0.092890357,0.02403109,0.007745926,1.23e-18,0.0,0.002482066,0.008072471,0.013509886
20,9701055,0.009816270685835904,0.9786845205510554,0.079138552,0.007346155,0.05955443,0.044961319,0.024012389,7.11e-19,0.002697822,0.007367408,0.012380302,0.006742222
21,9701057,0.009903140337922946,0.9786847223658751,0.001244004,0.014361859,0.070723915,0.010852809,0.003872963,5.56e-19,0.005829004,0.000262637,0.004006018,0.014374926
22,9701060,0.010033444816053512,0.9786850250881047,0.001201352,0.003101145,0.002845032,0.020930318,0.017041055,1.33e-37,0.002929761,2.99e-05,0.001054039,0.003103966
23,9701061,0.010076879642097034,0.9786851259955147,1.0347e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.070733243,0.005845101,0.0,0.0
24,9509170,0.010163749294184076,0.9593219022055837,0.00459926,0.021911368,0.026097875,0.019379932,0.006971333,4.170000000000001e-21,0.00054933,0.000258102,0.00399027,0.022312938
25,9701069,0.010424358250445206,0.9786859332547937,1.0347e-18,0.0,0.0,0.034108617,0.034856703,0.0,0.0,0.012179483,0.0,0.0
26,9701078,0.010815271684836902,0.9786868414214827,0.00136485,0.016141205,0.01771297,0.032558231,0.020914018,7.559999999999998e-28,0.00109866,0.001344109,0.003296887,0.016054121
27,9701080,0.010902141336923946,0.9786870432363024,3.099999999999991e-05,0.002320775,0.012984287,0.021705511,0.016266463,7.56e-22,0.012799394,1.95e-05,0.001870992,0.002315254
28,9701082,0.01098901098901099,0.9786872450511223,1.0347e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.01398961,0.002898493,0.0,0.0
29,9701088,0.011206185119228598,0.9786878504955815,0.120996795,0.020691245,0.073873496,0.063565969,0.037180481,1.93e-18,0.042085658,0.019909017,0.013265224,0.019997685
30,9701093,0.011379924423402684,0.978688355032631,1.0347e-18,0.0,0.0,0.047286916,0.048024795,0.0,0.00036622,0.017970408,0.0,0.0
31,9701095,0.011466794075489728,0.9786885568474507,0.098646666,0.001713255,0.066631215,0.026356669,0.003872963,3.32e-19,0.013299895,0.002115116,0.013468077,0.001661385
32,9701106,0.011901142335924944,0.9786896668289594,0.047129976,0.015480305,0.039657037,0.013178388,0.004647556,1.1e-20,0.0,0.000614332,0.002933512,0.015341735
33,9701115,0.012248620944273118,0.9786905749956484,0.004712998,0.013294252,0.05383203,0.011628002,0.003872963,3.01e-18,0.058587377,0.001170942,0.002662402,0.013408117
34,9701117,0.012335490596360162,0.9786907768104681,0.216148166,0.009964334,0.086700612,0.030232652,0.001549006,1.17e-18,0.001647991,0.000102664,0.013462597,0.009871631
35,9701121,0.012509229900534248,0.9786911804401077,0.058930242,0.0,0.045709833,0.01627916,0.0,5.800000000000001e-21,0.0,4.45e-21,0.005614887,0.0
36,9701123,0.012596099552621292,0.9786913822549275,1.0347e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.011237727,0.008231637,0.0,0.0
37,9701125,0.012682969204708336,0.9786915840697472,1.0347e-18,0.0,0.0,0.084496197,0.085205258,0.0,0.017242866,0.030033168,0.0,0.0
38,9701128,0.0128132736828389,0.9786918867919768,0.061276078,0.008769631,0.058589589,0.033333424,0.0123935,1.82e-19,0.06864662,0.004994849,0.007467533,0.008803052
39,9701132,0.012987012987012988,0.9786922904216164,2.4199999999999914e-05,0.015124436,0.020530769,0.003876054,0.000774503,4.170000000000001e-21,0.023718859,6.64e-08,0.001272187,0.015138196
40,9701137,0.013204187117230596,0.9786927949586658,1.0347e-18,0.0,0.0,0.032558231,0.033307518,0.0,0.039869009,0.015178578,0.0,0.0
41,9701139,0.013291056769317638,0.9786929967734855,0.092492756,0.002358904,0.009912896,0.044186126,0.036405888,1.01e-30,0.012683425,0.014579748,0.002073211,0.002432288
42,9701140,0.01333449159536116,0.9786930976808954,0.00141461,0.009252596,0.01573065,0.009302423,0.005422148,4.990000000000001e-21,0.0,1.39e-05,0.001591143,0.009159245
43,9701144,0.013508230899535248,0.978693501310535,0.031633242,0.067946592,0.068851309,0.013953581,0.005422148,2.84e-18,0.025098288,0.002461451,0.005290313,0.06504794
44,9701149,0.013725405029752856,0.9786940058475844,1.0347e-18,0.0,0.0,0.064341162,0.065065832,0.0,0.032312761,0.019796829,0.0,0.0
45,9701151,0.0138122746818399,0.9786942076624041,0.093296738,0.001756468,0.037079537,0.022480704,0.014717277,2.64e-21,0.060077689,0.005633672,0.002486336,0.001834393
46,9701154,0.013942579159970464,0.9786945103846338,0.142056715,0.012811287,0.081407679,0.028682266,0.007745926,3.2e-19,0.01107816,0.001150326,0.005568977,0.01289927
47,9701161,0.014203188116231594,0.978695216736503,0.0007819449999999999,0.0,0.02587087,0.00542644,0.0,9.61e-26,0.005127082,4.45e-21,0.002308152,0.0
48,9701162,0.014246622942275116,0.9786953176439129,1.0347e-18,0.0,0.0,0.04263574,0.043377222,0.0,0.0,0.00635174,0.0,0.0
49,9701165,0.01433349259436216,0.9786956203661425,1.0347e-18,0.0,0.0,0.02403109,0.024786981,0.0,0.0,0.004410986,0.0,0.0
50,9701166,0.014376927420405682,0.9786957212735524,1.0347e-18,0.0,0.0,0.056589232,0.057319906,0.0,0.002136284,0.016379576,0.0,0.0
51,9701169,0.014463797072492724,0.978696023995782,0.149398471,0.002310607,0.024474048,0.017829546,0.004647556,3.13e-24,0.091960232,0.001925457,0.003756303,0.002368683
52,9701173,0.014637536376666812,0.9786964276254216,0.012795469,0.011260715,0.010528606,0.010852809,0.003872963,3.17e-32,0.024607378,0.003389134,0.002205546,0.01127096
