Id,authoritiesscore
9307025,6.429064228379115e-08
1001,5.573411598457401e-05
1002,9.585548630171093e-05
1003,2.0600207983566835e-07
1004,2.2015004173052123e-11
1005,4.9763538959896645e-06
1006,9.990763441405547e-08
1007,8.329508108455677e-07
1008,-0.0
1009,7.219040934233123e-15
1010,5.880676490983678e-06
1011,0.00017482521275113052
1012,1.910666455646775e-07
1013,2.638206943802585e-05
1014,3.907585735551176e-09
1015,2.288789743890771e-11
1016,0.00035941835347475556
1017,2.130512090542016e-08
1018,3.860294872138775e-05
1019,5.679481692789647e-08
1020,1.6394353952034052e-07
1021,5.035149372854641e-07
1022,1.0973029915344668e-07
1023,2.3091149034310674e-07
1024,8.908432266429194e-06
1025,1.4415966770177207e-05
1026,5.399193239817549e-08
1027,4.7401318691166436e-05
1028,2.7281199539551407e-06
1029,2.76972688907816e-05
1030,4.347200807766843e-09
1031,1.4393368971639348e-05
1032,1.5909144730007716e-05
1033,9.533652854864196e-05
1034,3.1044258772614127e-09
1035,1.0200013807196669e-05
1036,1.4094342046877393e-06
1037,7.501459651380197e-06
1038,2.86240202671577e-09
1039,6.160627131125885e-12
1040,1.2709824284315927e-10
1041,0.0003807905386793165
1042,7.66883357693323e-06
1044,2.1041145627639e-05
1045,3.123276309436521e-08
1046,3.2636458038030216e-10
1047,0.00013839745941104958
1048,2.161326638396674e-21
1049,3.5846254600214137e-05
1050,9.307722873273802e-09
1051,2.9321256533591888e-05
1052,2.6916218152924367e-11
1053,3.316699186305287e-05
1054,0.000431839543284387
1055,0.000399535350400586
1056,0.0003271043691338311
1057,0.00040040374239025384
1060,1.1554743502667669e-09
1061,2.0523447143892432e-22
1062,7.306799170678237e-08
1063,0.00022076196103118091
1064,1.1164778601623398e-08
1065,0.00037706188659363985
1066,6.050136195038366e-05
1067,3.746032223481037e-08
1068,9.34035822769961e-06
1069,1.2338377421202772e-22
1070,7.57595945478052e-08
1071,5.5544492196340605e-05
1072,0.0002933356977408373
1073,1.527738632199009e-05
1074,4.911727334901616e-07
1075,9.277619603457302e-09
1076,1.1751027738499846e-05
1077,0.0003825455574365681
1080,0.0002040968657717066
1081,5.856920081906688e-09
1082,0.00027816119864266636
1083,4.997710413601724e-05
1084,7.62560693968849e-06
1085,3.415275818382967e-05
1086,9.693517722147118e-09
1087,6.5868606623612125e-09
1088,1.029952300757651e-06
1089,7.700378415256422e-05
1090,1.061794998644869e-07
1091,1.7399696759511351e-09
1092,2.644600380503986e-05
1093,5.469616745176616e-05
1094,7.765616787971978e-08
1095,-0.0
1096,7.453029555730327e-23
1097,3.2704339160994035e-08
1098,4.012761069014795e-05
1100,2.9291007331916196e-07
1101,3.185502694684674e-05
1102,-6.076673410407425e-23
1103,0.00040662896964479867
1105,3.349126877673085e-05
1106,4.078120797141095e-05
1107,2.3577099479240558e-05
1108,3.3560304849518763e-09
1109,5.633516698626584e-05
1110,4.080623766175993e-08
1111,5.5677974681803084e-05
1112,1.182934626890523e-05
1113,-0.0
1114,1.43144932649551e-05
1115,-0.0
1116,-2.272850401035042e-22
1117,1.1559031322519934e-08
1118,1.3925114139419544e-05
1119,-0.0
1121,6.328569786206627e-07
1122,0.00037107555763845696
1123,2.2035864341889123e-05
1124,2.4692274684409556e-05
1125,2.4263733611756522e-05
1126,4.7905152386960055e-05
1127,0.0003520198700739441
1128,1.1286712063909779e-08
1129,7.3267413620593755e-09
1130,2.0009514350593375e-05
1131,0.00038253519605899617
1132,2.4195141513281773e-05
1133,3.975107545518883e-05
1134,4.220300080600856e-06
1135,4.3699346883964996e-05
1136,7.159609290371405e-08
1137,4.192674738934463e-08
1138,0.0003865728884892379
1140,1.543887014979495e-07
1141,5.3046340368914524e-06
1142,9.590078181186768e-06
1143,2.6492051661679037e-05
1144,7.319407315877966e-05
1145,1.3221082918864006e-05
1146,2.862826719044322e-09
1148,7.611425446953213e-07
1149,4.002812165317689e-05
1150,7.63968341660293e-06
1151,1.3496250911348013e-08
1152,9.140238619158998e-11
1154,8.506106777015025e-10
1155,1.700977177834451e-08
1156,2.0576328617245532e-08
1157,2.495968129092465e-05
1158,2.0920889426775293e-07
1159,6.782619037114776e-05
1160,-0.0
1161,5.692025515932429e-06
1162,-0.0
1163,1.177562949461373e-07
1164,2.4343577512910227e-08
