Id,Harmonic centrality
9307025,1.0
1001,1627.6972316368885
1002,1842.1858120366282
1003,1337.9676445573618
1004,1.0
1005,1368.7859875166198
1006,226.26227938727678
1007,1381.5495903893004
1008,0
1009,1.0
1010,1325.2709467665202
1011,1582.075339639988
1012,1114.564430332692
1013,1635.8347297224136
1014,44.87968975468978
1015,5.616666666666667
1016,1724.5219592228068
1017,955.7199846081437
1018,1711.055364643034
1019,112.6640664890666
1020,1.0
1021,103.27254689754697
1022,92.84184704184744
1023,1328.8342161872922
1024,1561.212932602598
1025,1484.6478198933992
1026,2.9166666666666665
1027,1586.9996014892654
1028,1165.486787653725
1029,1451.3277344232972
1030,3.0
1031,1482.3344277741032
1032,1480.7782617179407
1033,1883.750205976009
1034,5.0
1035,1206.3728574277548
1036,28.762981462981436
1037,1369.7200061124017
1038,1.0
1039,14.366666666666664
1040,1.0
1041,1808.9998091506284
1042,1299.6415456121242
1044,1539.0184624964868
1045,52.37375402375414
1046,769.3924465555664
1047,1436.4044986825575
1048,5.166666666666667
1049,1609.956510559534
1050,5.583333333333333
1051,1277.9368836792667
1052,2.833333333333333
1053,1702.108070333887
1054,2001.760667736475
1055,1736.0618803495322
1056,1665.0078898955644
1057,1636.9145726292543
1060,10.083333333333334
1061,2.0
1062,984.7259075211557
1063,1527.2500477377546
1064,9.416666666666666
1065,1923.3702636960788
1066,1735.9651881528644
1067,12.333333333333334
1068,1644.189647027314
1069,1.5
1070,22.41666666666666
1071,1767.9656016282736
1072,1570.6567937694758
1073,1521.160904075583
1074,862.1627148708383
1075,7.0
1076,1312.5564085269891
1077,2048.806230507036
1080,1431.5753529880776
1081,12.0
1082,1916.5504585012548
1083,1886.4333589341727
1084,1403.603471931534
1085,1893.5016129024305
1086,15.03333333333333
1087,2.0
1088,68.64884559884575
1089,1756.899093136761
1090,4.833333333333333
1091,1.0
1092,1634.8813386690254
1093,1812.344311806944
1094,64.32053779553794
1095,0
1096,2.0
1097,27.73333333333333
1098,1759.0897358274012
1100,1000.7517499575204
1101,1636.1035830912479
1102,1.0
1103,1948.6722478230618
1105,1512.286631126301
1106,1193.988780982034
1107,1645.1020457397333
1108,10.416666666666666
1109,1923.2717025350194
1110,32.45
1111,1556.7557869704456
1112,278.8489898989878
1113,0
1114,1437.694931860495
1115,0
1116,1.0
1117,3.083333333333333
1118,1625.448712961385
1119,0
1121,1050.0226399593287
1122,2057.2345460896568
1123,1608.4802562582877
1124,58.33611111111116
1125,1761.111860924505
1126,1697.4726445853134
1127,1828.2392752400833
1128,1029.1945831949768
1129,8.166666666666666
1130,1510.3677583324272
1131,1923.1849462357648
1132,1477.108728429298
1133,1686.5456105082646
1134,1628.3759107636097
1135,1600.3100091371884
1136,632.0885368196322
1137,27.53333333333333
1138,1716.8732967109763
1140,1203.6972267878218
1141,1239.3606702039424
1142,1567.998651911332
1143,1491.2841551371923
1144,1724.494383957034
1145,1687.4451914828558
1146,2.0
1148,31.359362859362857
1149,1701.882443120097
1150,1557.4327294723919
1151,1175.1698631997529
1152,12.886904761904761
1154,1.0
1155,1.0
1156,5.5
1157,1659.0093550970169
1158,36.363436563436565
1159,1845.6468509976612
1160,0
1161,1493.7942512839163
1162,0
1163,1015.033173699535
1164,920.8221474057353
1165,1599.0179659306416
1166,1659.2621106747922
1167,1552.1527233673985
1168,1248.7833668141614
1169,1571.32606669073
1170,1611.2833531613721
1171,7.333333333333333
1172,944.4114518225651
1173,1165.2418590314437
1174,3.0
1175,972.5710379871152
1176,176.14999999999915
1177,2034.7287418663275
1178,1935.4825292083474
1179,1940.3723199731405
1180,1510.1952858329953
1181,0
1182,1491.4567498964234
1183,1697.5302841679659
1184,1197.864290710518
1185,943.7252001657249
1186,1520.8973586004029
1187,23.121140426480967
1188,27.95
1189,1293.8408005956853
1190,1602.5978221855023
1191,2.0
1192,2002.8350549976162
1193,1828.7881208389379
1194,1485.6293569125332
1195,2.5
1196,837.30475995528
1197,1740.1708325085017
1198,1306.3105546161942
1199,1512.3746535276998
1200,1691.0628382525015
1201,1772.8426884303274
1202,209.60503385503281
1203,1475.7635431032227
1204,1695.8627517004384
1205,1622.5518131664708
1206,1789.7502419879038
1207,1614.2733660860492
1208,1295.6580305879106
1209,1698.6833588710324
1210,2.5
1211,1727.2344411221202
1212,1785.9567776464332
1213,1889.3769291895803
1214,1207.5019089317989
1215,1574.6851353998034
1216,1714.720696533353
1217,903.0763393539158
1218,1501.4009529156274
1219,814.5661731781454
1221,8.333333333333334
1222,6.25
9701002,2.5
9701003,1.0
9701004,1.0
9701005,1.0
9701007,1.0
9701008,68.89249639249655
9701009,45.799242424242465
9701010,3.5
9701011,142.73333333333323
9701012,1.0
9701013,6.5
9701014,68.063888888889
9701015,125.8285714285713
9701016,1.0
9701017,1.0
9701018,3.5
9701019,165.9642857142857
9701020,42.51090853590858
9701021,0
9701022,1.0
9701023,117.67261904761902
9701024,4.833333333333333
9701025,123.88968253968274
9701026,1.0
9701027,0
9701028,0
9701029,1.0
9701032,0
9701033,0
9701034,1.0
9701035,41.80793650793652
9701037,126.22857142857139
9701039,0
9701040,0
9701041,2.0
9701042,143.1154761904762
9701043,44.06042568542575
9701044,0
9701045,74.92976190476206
9701047,41.585425685425776
9701048,58.3853174603175
9701049,0
9701050,0
9701051,0
9701052,1.5
9701053,140.45714285714274
9701054,114.03059163059156
9701055,63.358982683982745
9701057,45.19303751803754
9701058,0
9701059,37.0821955821956
9701060,34.359362859362875
9701061,1.0
9701062,9.0
9701063,0
9701064,4.25
9701065,3.0
9701066,2.0
9701067,27.610300810300792
9701069,118.81031746031738
9701071,2.5
9701072,0
9701073,36.359362859362875
9701074,0
9701075,64.6877705627707
9701076,1.0
9701077,87.2958874458875
9701078,39.359362859362875
9701079,0
9701080,2.0
9701081,32.859362859362875
9701082,86.42106782106788
9701083,0
9701084,2.0
9701085,2.0
9701087,1.0
9701088,129.9476190476189
9701090,1.0
9701091,3.0
9701092,117.63571428571419
9701093,140.0119047619047
9701094,140.7142857142856
9701095,115.80797258297264
9701096,28.859362859362854
9701097,5.666666666666666
9701099,5.166666666666666
9701100,2.0
9701101,5.5
9701102,0
9701103,2.0
9701104,4.833333333333333
9701105,5.866666666666666
9701106,87.95797258297277
9701107,3.5
9701108,2.5
9701109,2.5
9701111,0
9701112,0
9701113,1.0
9701115,91.59963924963931
9701116,72.77027417027426
9701117,160.86428571428561
9701118,1.0
9701119,40.162301587301606
9701120,55.01785714285723
9701121,107.48809523809531
9701122,0
9701123,85.47936507936511
9701124,0
9701125,131.52817460317468
9701126,10.833333333333332
9701127,110.68892496392498
9701128,92.4214285714286
9701129,114.85595238095235
9701130,0
9701131,0
9701132,8.0
9701133,1.0
9701134,3.0
9701135,1.0
9701136,0
9701137,107.94523809523805
9701138,20.951574487603885
9701139,127.1988095238094
9701140,20.451574487603885
9701141,0
9701142,131.38968253968255
9701143,107.38809523809527
9701144,105.37380952380957
9701145,5.083333333333333
9701146,3.5
9701147,113.97261904761902
9701148,5.333333333333334
9701149,125.5619047619047
9701150,83.65198412698413
9701151,132.69047619047623
9701152,150.6226190476189
9701153,56.57290487290503
9701154,122.42619047619047
9701155,43.732489732489775
9701156,3.9166666666666665
9701157,1.0
9701158,6.833333333333334
9701160,1.0
9701161,8.0
9701162,135.5035714285714
9701163,132.49047619047604
9701165,142.48690476190473
9701166,139.46150793650787
9701168,110.44935064935073
9701169,138.5714285714285
9701170,72.42380952380958
9701171,2.1666666666666665
9701172,1.0
9701173,58.48019480519492
9701174,32.38499278499277
9701175,105.82261904761904
9701176,3.5
9701177,43.463997113997195
9701178,4.5
9701179,39.192696192696204
9701180,0
9701181,2.0
9701182,0
9701185,108.13928571428565
9701186,139.27460317460302
9701187,124.74368686868686
9701188,144.34761904761893
9701189,1.0
9701190,105.93571428571435
9701191,53.45391830391836
2001,1454.7124220021071
2002,1815.5797513673917
2003,1144.5409109256786
2004,1384.9944677618705
2006,1951.286028486839
2007,1561.2859078299691
2008,1928.5444339702506
2009,1592.4129548026206
2010,1155.4450185999137
2011,2035.9198307956317
2012,1325.9671588877402
2013,1022.2175173042118
2014,14.416666666666666
2015,1.5
2016,1950.6834892961183
2017,270.3988150738124
2019,970.6964862662705
2020,1579.7398071169898
2021,1989.147500348309
2022,1.0
2023,1570.9714490861156
2024,6.5
2025,1913.1428827436996
2026,1.0
2027,1329.23137245196
2028,1989.7529476787645
2029,1880.1334920711222
2030,1797.1315578942178
2031,1702.366692267525
2032,1385.183056878626
2033,1466.3145499022712
2034,1649.1928993305867
2035,1458.5835008790668
2037,1385.3795576719597
2038,1090.9870453810422
2039,1922.7821684579862
2040,1937.7364613872608
2041,74.403038628039
2042,1721.0990071116826
9308155,1.0
2043,708.5939141532265
2044,1632.0440732199302
2045,154.54209401709355
2046,1464.3927659708256
2047,1605.410725948398
2049,105.00686258186302
2050,45.085267510267535
2051,8.666666666666666
2052,1951.5711544719773
2053,1641.0025263421999
2054,1793.627362090026
2055,3.5
2056,1714.062282724959
2057,1868.7992319500534
2058,4.333333333333334
2059,75.40303862803901
2060,826.9196734063488
2061,1802.0245843122461
2062,5.083333333333334
2063,1.8333333333333333
2064,1.0
2065,73.49085636585654
2066,1653.8460489587455
2067,1745.729088141746
2068,4.0
2069,1329.0771405727178
2070,1418.9530563236215
2071,143.67821900321943
2072,1357.5315112462274
2073,1511.773837676869
2074,1422.3100049305715
2075,1510.204363394044
2076,1769.5977528735748
2077,1538.8052402949133
2078,1587.3242429869201
2079,0
2080,81.08751803751841
2081,175.19047619047555
2082,1293.7695058975835
2083,3.0
2084,1793.7438234064882
2085,1410.3492969398646
2086,1820.6969369595936
2087,1812.3421570173305
2088,1435.60961920519
2089,238.3417388167381
2090,1623.7834856606642
2091,1846.5971040596867
2092,1533.2324431201478
2093,1199.5442878978595
2094,1633.5673004569462
2095,0
2096,1068.0342420569161
2097,1452.0594388300085
2098,1415.2124823655568
2099,1710.6877517004266
2100,1959.4416201174304
2101,1539.1051736948343
2102,1904.0131957008389
2103,1785.8272843899313
2104,1718.7546209422976
2105,1116.0143531181664
2106,1223.0552639101506
2107,1213.5612051910932
2108,232.59561272061006
2110,1243.2651785869775
2111,1784.8972478230696
2112,626.0113528024515
2113,2.0
2114,15.900000000000002
2115,36.02987012987014
2116,2022.4571323829466
