Id,degree_prestige
9307025,0.0
1001,0.0004935590543408519
1002,0.0021223039336656633
1003,0.0007403385815112778
1004,4.935590543408519e-05
1005,4.935590543408519e-05
1006,4.935590543408519e-05
1007,0.0
1008,9.871181086817038e-05
1009,4.935590543408519e-05
1010,0.0005922708652090223
1011,0.00019742362173634075
1012,0.001826168501061152
1013,0.000789694486945363
1014,0.00014806771630225556
1015,0.0
1016,0.0003948472434726815
1017,0.00024677952717042594
1018,0.0004935590543408519
1019,0.00029613543260451113
1020,0.0
1021,9.871181086817038e-05
1022,4.935590543408519e-05
1023,0.0004442031489067667
1024,0.0013326094467203
1025,0.0008390503923794482
1026,0.0
1027,0.0027145747988746856
1028,4.935590543408519e-05
1029,0.0003454913380385963
1030,0.0
1031,0.00024677952717042594
1032,0.0017768125956270668
1033,0.005478505503183456
1034,0.0
1035,0.002615862988006515
1036,0.0005429149597749371
1037,0.001579388973890726
1038,4.935590543408519e-05
1039,0.00024677952717042594
1040,4.935590543408519e-05
1041,0.001579388973890726
1042,9.871181086817038e-05
1044,0.00014806771630225556
1045,4.935590543408519e-05
1046,0.00029613543260451113
1047,0.00014806771630225556
1048,9.871181086817038e-05
1049,0.0005429149597749371
1050,0.00029613543260451113
1051,9.871181086817038e-05
1052,0.0
1053,0.005379793692315286
1054,0.0003948472434726815
1055,0.0013326094467203
1056,0.0011351858249839593
1057,9.871181086817038e-05
1060,9.871181086817038e-05
1061,4.935590543408519e-05
1062,0.0003454913380385963
1063,0.000789694486945363
1064,9.871181086817038e-05
1065,0.00019742362173634075
1066,0.0005922708652090223
1067,9.871181086817038e-05
1068,0.001036474014115789
1069,0.0
1070,9.871181086817038e-05
1071,0.004738166921672178
1072,9.871181086817038e-05
1073,0.00029613543260451113
1074,0.00019742362173634075
1075,0.0
1076,4.935590543408519e-05
1077,0.00029613543260451113
1080,0.0
1081,4.935590543408519e-05
1082,0.002072948028231578
1083,0.0006416267706431074
1084,0.004491387394501752
1085,0.0003948472434726815
1086,0.00014806771630225556
1087,0.0
1088,9.871181086817038e-05
1089,0.000789694486945363
1090,0.00019742362173634075
1091,4.935590543408519e-05
1092,0.0021223039336656633
1093,9.871181086817038e-05
1094,0.0
1095,4.935590543408519e-05
1096,4.935590543408519e-05
1097,0.00019742362173634075
1098,0.00014806771630225556
1100,9.871181086817038e-05
1101,9.871181086817038e-05
1102,4.935590543408519e-05
1103,0.0014806771630225556
1105,0.0003454913380385963
1106,0.0003948472434726815
1107,0.0009871181086817038
1108,4.935590543408519e-05
1109,0.00014806771630225556
1110,4.935590543408519e-05
1111,0.0008390503923794482
1112,0.000789694486945363
1113,0.007304674004244608
1114,0.00014806771630225556
1115,4.935590543408519e-05
1116,0.0
1117,0.0
1118,0.0004935590543408519
1119,4.935590543408519e-05
1121,4.935590543408519e-05
1122,0.0011845417304180445
1123,0.0004442031489067667
1124,0.00029613543260451113
1125,9.871181086817038e-05
1126,0.000789694486945363
1127,0.00024677952717042594
1128,0.0004935590543408519
1129,0.0004442031489067667
1130,0.00019742362173634075
1131,0.0008884062978135334
1132,0.001579388973890726
1133,0.0011845417304180445
1134,0.00024677952717042594
1135,0.0004442031489067667
1136,9.871181086817038e-05
