Id,degree centrality
9307025,4.935590543408519e-05
1001,0.003158777947781452
1002,0.003602981096688219
1003,0.000789694486945363
1004,9.871181086817038e-05
1005,0.0009871181086817038
1006,9.871181086817038e-05
1007,0.00014806771630225556
1008,9.871181086817038e-05
1009,9.871181086817038e-05
1010,0.0008390503923794482
1011,0.0011351858249839593
1012,0.0019248803119293223
1013,0.0013326094467203
1014,0.0004935590543408519
1015,4.935590543408519e-05
1016,0.0013326094467203
1017,0.0007403385815112778
1018,0.0013819653521543853
1019,0.0007403385815112778
1020,4.935590543408519e-05
1021,0.0006416267706431074
1022,0.00014806771630225556
1023,0.0006909826760771926
1024,0.0022210157445338337
1025,0.0017274566901929816
1026,4.935590543408519e-05
1027,0.003652337002122304
1028,0.0003454913380385963
1029,0.0015300330684566408
1030,0.00014806771630225556
1031,0.0003948472434726815
1032,0.002072948028231578
1033,0.008538571640096738
1034,0.00019742362173634075
1035,0.0029613543260451113
1036,0.0007403385815112778
1037,0.0023197275554020036
1038,9.871181086817038e-05
1039,0.00029613543260451113
1040,9.871181086817038e-05
1041,0.003602981096688219
1042,0.0005429149597749371
1044,0.0009377622032476186
1045,0.00019742362173634075
1046,0.0005429149597749371
1047,0.0004442031489067667
1048,0.00029613543260451113
1049,0.0018755244064952372
1050,0.0003454913380385963
1051,0.0009377622032476186
1052,9.871181086817038e-05
1053,0.006021420462958393
1054,0.001826168501061152
1055,0.0027639307043087705
1056,0.0016287448793248112
1057,0.0014313212575884705
1060,0.00029613543260451113
1061,0.00014806771630225556
1062,0.0005429149597749371
1063,0.0014806771630225556
1064,0.0003454913380385963
1065,0.0009377622032476186
1066,0.0022210157445338337
1067,0.00029613543260451113
1068,0.002072948028231578
1069,4.935590543408519e-05
1070,0.0005429149597749371
1071,0.005675929124919796
1072,0.0003454913380385963
1073,0.0005922708652090223
1074,0.0004935590543408519
1075,9.871181086817038e-05
1076,0.0004935590543408519
1077,0.002813286609742856
1080,0.0003948472434726815
1081,0.0003948472434726815
1082,0.003602981096688219
1083,0.0030600661369132817
1084,0.004836878732540349
1085,0.0008884062978135334
1086,0.00024677952717042594
1087,9.871181086817038e-05
1088,0.00014806771630225556
1089,0.002023592122797493
1090,0.0003454913380385963
1091,9.871181086817038e-05
1092,0.002615862988006515
1093,0.001283253541286215
1094,0.0004935590543408519
1095,4.935590543408519e-05
1096,0.00014806771630225556
1097,0.0005429149597749371
1098,0.0009871181086817038
1100,0.00019742362173634075
1101,0.0008390503923794482
1102,9.871181086817038e-05
1103,0.0027639307043087705
1105,0.0007403385815112778
1106,0.0012338976358521297
1107,0.0013819653521543853
1108,0.0003454913380385963
1109,0.001283253541286215
1110,0.0009377622032476186
1111,0.001826168501061152
1112,0.001036474014115789
1113,0.007304674004244608
1114,0.000789694486945363
1115,4.935590543408519e-05
1116,4.935590543408519e-05
1117,9.871181086817038e-05
1118,0.0006416267706431074
1119,4.935590543408519e-05
1121,0.0006909826760771926
1122,0.002714574798874685
1123,0.0015300330684566408
1124,0.0009871181086817038
1125,0.0014806771630225556
1126,0.0016287448793248112
1127,0.0013819653521543853
1128,0.0008390503923794482
1129,0.0006909826760771926
1130,0.0006909826760771926
1131,0.002122303933665663
1132,0.002813286609742856
1133,0.0023197275554020036
1134,0.0007403385815112778
1135,0.0013326094467203
1136,0.0004935590543408519
1137,0.0010858299195498741
1138,0.002862642515176941
1140,0.0004442031489067667
1141,0.00019742362173634075
1142,0.001579388973890726
1143,0.0025171511771383444
1144,0.0014806771630225556
1145,0.0011845417304180445
1146,9.871181086817038e-05
1148,0.00014806771630225556
1149,0.0006416267706431074
1150,0.0004935590543408519
1151,0.0004442031489067667
1152,9.871181086817038e-05
1154,4.935590543408519e-05
1155,9.871181086817038e-05
1156,0.00024677952717042594
1157,0.0007403385815112778
1158,0.00024677952717042594
1159,0.004392675583633582
1160,0.00019742362173634075
1161,0.0004442031489067667
1162,9.871181086817038e-05
1163,0.0007403385815112778
1164,0.0007403385815112778
1165,0.0007403385815112778
1166,0.0013326094467203
1167,0.0023197275554020036
1168,0.0013326094467203
1169,0.001036474014115789
1170,0.001826168501061152
1171,0.00014806771630225556
1172,0.0007403385815112778
1173,0.0008390503923794482
1174,0.00029613543260451113
1175,0.0005922708652090223
1176,0.0004935590543408519
1177,0.001826168501061152
1178,0.0017274566901929816
1179,0.0009377622032476186
1180,0.0011351858249839593
1181,4.935590543408519e-05
1182,0.0024184393662701744
1183,0.0017768125956270668
1184,0.0016287448793248112
1185,0.0006909826760771926
1186,0.0004935590543408519
1187,0.00014806771630225556
1188,0.001283253541286215
