Id,betweenness centrality
9307025,0.0
1001,9.558100471502591e-05
1002,0.000135088412176789
1003,1.3487735919749634e-08
1004,0.0
1005,1.4545890116255355e-05
1006,9.97835516429606e-05
1007,0.0
1008,0.0
1009,0.0
1010,5.309232784125006e-06
1011,1.947219195478517e-06
1012,4.019638939727643e-05
1013,2.3524581197675592e-05
1014,2.604044298480767e-07
1015,0.0
1016,9.165262051670818e-05
1017,0.0008061754845909284
1018,2.108779014241945e-05
1019,3.730272359611334e-05
1020,0.0
1021,5.088595483381721e-06
1022,4.14141358528849e-08
1023,0.00028188914631869415
1024,0.00020264081937669472
1025,2.3171484231307357e-05
1026,0.0
1027,0.00016029633900918158
1028,2.350936106444968e-07
1029,4.977274430240325e-05
1030,0.0
1031,1.4421655237861526e-06
1032,4.340040673311126e-06
1033,0.0021989422938813214
1034,0.0
1035,0.0002671005802953987
1036,3.3594261112950695e-08
1037,1.5242474032720685e-05
1038,0.0
1039,2.3407107175674654e-07
1040,2.4361256384049943e-09
1041,0.0005451986703661201
1042,0.00010274197527604524
1044,9.37290224835343e-06
1045,0.0
1046,0.00014826026514628692
1047,4.750869411827032e-06
1048,4.466230337075822e-09
1049,6.734096485106837e-05
1050,1.054550391083312e-06
1051,7.59243799030153e-08
1052,0.0
1053,0.0006020811183316251
1054,3.365354500590529e-05
1055,8.812708737837975e-05
1056,0.00022141381614923836
1057,1.3373028841150322e-07
1060,1.8700164424327863e-08
1061,0.0
1062,0.0001076548506126924
1063,2.984408668703801e-06
1064,4.5474345250226564e-08
1065,1.3313839470552221e-05
1066,0.00018587961276991796
1067,4.019607303368241e-08
1068,6.137355110578514e-05
1069,0.0
1070,9.460287895806062e-08
1071,0.00015437771778728794
1072,4.020688944233332e-09
1073,3.6507541375510523e-06
1074,5.828849650382409e-07
1075,0.0
1076,1.7553756117583325e-09
1077,0.00017335031847362834
1080,0.0
1081,0.00014592518630846904
1082,0.0008929012399204736
1083,0.0004346664353768592
1084,2.79375152468743e-05
1085,0.0004117775114544306
1086,2.4361256384049943e-09
1087,0.0
1088,7.757011845243565e-07
1089,0.00013283581540589755
1090,4.1711749201710024e-05
1091,2.4361256384049943e-09
1092,5.070054411927686e-06
1093,2.0142739374528932e-05
1094,0.0
1095,0.0
1096,4.872251276809989e-09
1097,1.2863536957160577e-06
1098,9.66349926527936e-05
1100,5.010427172859267e-05
1101,1.96139882466463e-06
1102,2.7852224423884282e-05
1103,0.0008274472868342706
1105,0.00012418622248630104
1106,3.2005237319004645e-06
1107,2.2333373540874727e-06
1108,3.6541884576074916e-08
1109,0.00024986749563178043
1110,1.7883376845563937e-08
1111,0.00020217271520469224
1112,5.442387701847504e-07
1113,0.0
1114,9.117196667748484e-05
1115,0.0
1116,0.0
1117,0.0
1118,2.48312293720909e-05
1119,0.0
1121,2.478289322869491e-05
1122,0.00017120544429782833
1123,0.0002478156436130676
1124,0.0003218389517703219
1125,4.135491093547792e-05
1126,3.1638611046555833e-05
1127,9.907049306928992e-05
1128,1.8392890240168248e-05
1129,3.7674682997933237e-07
1130,1.4468444652466832e-05
1131,5.7844512829175823e-05
1132,3.8754300161449314e-05
1133,0.00017612836819685406
1134,4.0474263782163314e-05
1135,6.304514800874835e-05
1136,5.683218610137269e-05
1137,6.89727111156295e-08
1138,6.421678486925532e-06
1140,1.7734336440684116e-05
1141,2.5857653513111097e-07
1142,0.0
1143,0.00020097895498355723
1144,6.478426252722112e-05
1145,6.067278355525403e-05
1146,0.0
1148,0.0
1149,3.4210787698582075e-06
1150,3.495310698581079e-10
1151,0.0001899104281530639
1152,1.648445015320713e-07
1154,0.0
1155,0.0
1156,1.583481664963246e-08
1157,5.983106349436787e-06
1158,5.233064974300324e-07
1159,0.0002222261364242515
1160,0.0
1161,4.6238871379944844e-05
1162,0.0
1163,6.274307103788569e-05
1164,4.5128819942740046e-05
1165,5.296619436491267e-05
1166,5.112841530728164e-06
1167,0.00010290514403407643
1168,9.500595684814772e-06
1169,2.2313477620023157e-06
1170,4.69291622928484e-05
1171,0.0
1172,3.434937150151042e-08
1173,6.595835535421956e-06
1174,2.7791727303863933e-05
1175,3.1922421210007864e-06
1176,4.3304530399618765e-07
1177,3.5609808759842006e-05
1178,2.4197245292919757e-05
1179,0.00018571465744104512
1180,2.9918748704017275e-05
1181,0.0
1182,0.000147620927658177
1183,4.1720855307480765e-05
1184,2.091121764269749e-05
1185,6.386187145035157e-05
1186,4.91205619495304e-07
1187,0.0
1188,3.352257300170754e-05
1189,6.400961702897974e-05
1190,2.8086403006606217e-05
1191,0.0
1192,0.0006782276498074676
1193,0.000436934299024009
1194,0.0
1195,8.28282717057698e-09
1196,0.0
1197,0.0013785759903414006
1198,0.00011626484426696347
1199,1.7783874326474955e-05
1200,0.00010695999531106815
1201,0.0014535387229949993
1202,7.975918511716827e-08
1203,0.0001176794513729275
1204,6.353759476787011e-05
1205,0.0002456354205010111
1206,0.002475665029664499
1207,4.657600827104302e-06
1208,6.723562423602644e-06
1209,3.787947792828246e-05
1210,1.8270942288037458e-08
1211,0.0001154498622958199
1212,0.0003471497771110949
1213,0.00020112883323441277
1214,3.6008528909392616e-07
1215,0.0004237492094315411
1216,0.00024790217521778986
1217,2.8850366383847215e-05
1218,5.1977675459169715e-06
1219,0.0
1221,9.744502553619977e-09
1222,0.00014885938614985002
9701002,0.0
9701003,2.4361256384049943e-09
9701004,2.7574140660026057e-05
9701005,1.2712515623076725e-07
9701007,1.21348058288264e-07
9701008,3.009583470739881e-07
9701009,1.077727041837866e-06
9701010,5.327786973728168e-05
9701011,5.579940297007206e-05
9701012,2.680408230924114e-05
9701013,2.2680524247046486e-06
9701014,7.192712734666567e-06
9701015,5.667458340224183e-05
9701016,0.0
9701017,2.566956609340513e-07
9701018,6.702235762902817e-05
9701019,0.00012187860013215045
9701020,6.504649327288138e-07
9701021,0.0
9701022,2.7879021805906746e-05
9701023,4.705335480364865e-05
9701024,5.166052594108848e-08
9701025,0.00015282567746545379
9701026,2.4361256384049943e-09
9701027,0.0
9701028,0.0
9701029,1.0962565372822474e-08
9701032,0.0
9701033,0.0
9701034,4.008626085358216e-06
9701035,7.154024041665719e-07
9701037,7.857230025774958e-05
9701039,0.0
9701040,0.0
9701041,7.782068011571509e-08
9701042,3.253495467983773e-05
9701043,1.183990861548337e-06
9701044,0.0
9701045,1.8428441708854897e-05
9701047,1.5913667625281355e-07
9701048,1.754224274710103e-05
9701049,0.0
9701050,0.0
9701051,0.0
9701052,1.4616753830429965e-08
9701053,2.324438973111968e-06
9701054,3.375909912971184e-05
9701055,1.694857991276462e-05
9701057,8.428427303022831e-06
9701058,0.0
9701059,0.0
9701060,1.0827723906278187e-05
9701061,4.014511138123602e-06
9701062,2.04421922745657e-05
9701063,0.0
9701064,8.072960935627098e-08
9701065,1.2162880488960532e-06
9701066,0.0
9701067,1.4049436641480572e-06
9701069,0.00010243762522171627
9701071,0.0
9701072,0.0
9701073,8.800523961424947e-05
9701074,0.0
9701075,2.587169127063457e-07
9701076,2.78522244238843e-05
9701077,2.0880407917669117e-06
9701078,6.802226441225871e-05
9701079,0.0
9701080,1.4142978888760451e-05
9701081,2.0205046964595184e-06
9701082,5.155376231603754e-05
9701083,0.0
9701084,2.787171342899154e-05
9701085,2.06038352598513e-06
9701087,2.7925308193036437e-05
9701088,4.906884648675312e-05
9701090,0.0
9701091,1.3080487812759746e-06
9701092,5.466253413807425e-05
9701093,0.00014783456127245658
9701094,1.2393139652873176e-07
9701095,4.74113490548366e-06
9701096,4.083337242008718e-08
9701097,6.455732941773235e-08
9701099,1.0224241412263278e-05
9701100,3.2481675178733254e-08
9701101,0.0001557708988033846
9701102,0.0
9701103,1.0115874744493668e-05
9701104,6.090314096012486e-08
9701105,4.760189497443359e-08
9701106,4.147080491029385e-05
9701107,5.049044006588647e-08
9701108,7.3083769152149825e-09
9701109,0.0
9701111,0.0
9701112,0.0
9701113,7.376556609207854e-09
9701115,3.260191342008459e-05
9701116,1.6936150279563893e-07
9701117,1.617242982656807e-05
9701118,2.990280834170838e-07
9701119,6.0810467538124126e-06
9701120,2.5785911330170623e-06
9701121,0.0
9701122,0.0
9701123,9.309462714268416e-06
9701124,0.0
9701125,0.00017835602182941567
9701126,0.0
9701127,2.4699193203050514e-05
9701128,7.526247339403155e-06
9701129,7.604618103370136e-06
9701130,0.0
9701131,0.0
9701132,3.632352705339184e-05
9701133,0.0
9701134,7.101306235950559e-08
9701135,0.0
9701136,0.0
9701137,3.709230879121133e-05
9701138,6.0903345967504675e-06
9701139,1.6352383426148262e-05
9701140,8.75849153896341e-05
9701141,0.0
9701142,1.8524434141219713e-05
9701143,6.8665936116026625e-06
9701144,2.6611038168540024e-05
9701145,0.0
9701146,8.850709062225233e-07
9701147,2.6011252270351953e-05
9701148,0.00010528972722032819
9701149,7.952700892502065e-05
9701150,1.7761828585710313e-07
9701151,1.912784697711751e-05
9701152,2.7906897141433124e-05
9701153,0.0
9701154,3.393378162250704e-05
9701155,2.479767637192087e-07
9701156,3.897801021447991e-08
9701157,4.998404706025008e-06
9701158,2.000566425123471e-06
9701160,5.970689237889659e-07
9701161,0.0
9701162,0.00012755473759139643
9701163,4.450681521499515e-06
9701165,8.849166731584312e-05
9701166,0.00017513727438871112
9701168,1.9990663043460322e-06
9701169,7.135055579460324e-05
9701170,3.847145998971666e-06
9701171,8.645551728784301e-07
9701172,1.1733937499489985e-05
9701173,5.9551151603448395e-05
9701174,0.0
9701175,1.2183092978783359e-05
9701176,0.0
9701177,4.95983674352076e-07
9701178,6.039561478545714e-08
9701179,4.113160813042249e-05
9701180,0.0
9701181,0.0
9701182,0.0
9701185,4.659198509260955e-06
9701186,5.032042379671142e-05
9701187,3.295018626696664e-05
9701188,5.7374111539796135e-06
9701189,0.0
9701190,6.034365456594286e-05
9701191,7.182371542414353e-07
2001,2.509852356750999e-07
2002,5.821726045021843e-05
2003,0.0
2004,4.007355028357881e-06
2006,7.917266954632312e-05
2007,0.00036418721936627837
2008,0.00026219416090103993
2009,0.00013363026313165962
2010,2.483990390631688e-05
2011,0.0001908400354616615
2012,1.1238046087324916e-06
2013,3.643033651856768e-08
2014,0.0
2015,0.0
2016,0.0006952077515426544
2017,0.0
2019,6.085528849222762e-07
2020,4.611476039461143e-05
2021,0.0003245607628625969
2022,2.785344248670351e-05
2023,6.707974869900907e-05
2024,2.7886671222500874e-07
2025,8.481040384972282e-06
2026,4.872251276809989e-09
2027,2.9735618155214416e-05
2028,0.00022652850098543154
2029,0.00013247413482285182
2030,8.9746241199752e-05
2031,5.47362769131821e-09
2032,5.685881457963879e-05
2033,6.312828234376166e-08
2034,0.0024921181913958573
2035,0.00014333995342314193
2037,2.761711113706033e-05
2038,2.5903695912123696e-05
2039,2.2320380742073946e-05
2040,8.917452797861844e-05
2041,0.0
2042,4.560330427436974e-06
2043,0.0003766441724513079
2044,0.0002734916948088817
2045,3.642494562920944e-06
2046,0.0004836684255315127
2047,3.080580159822635e-05
9308155,0.0
2049,3.926368532169835e-07
2050,5.639790271485164e-05
2051,6.090314096012486e-09
2052,1.738387626645923e-05
2053,1.6704373049662214e-06
2054,7.65161690687255e-05
2055,0.0
2056,1.2823939634987843e-05
2057,0.0005567016071535391
2058,5.603088968331487e-08
2059,0.0
2060,0.0001481549729976151
2061,4.4459515888055096e-05
2062,1.315507844738697e-07
2063,8.318022594802913e-07
2064,0.0
2065,0.00011410468365162909
2066,4.006423526588245e-05
2067,0.0006172357736903638
2068,1.9489005107239955e-08
2069,2.6872733700094836e-08
2070,5.58234067959326e-05
2071,2.0621803529098275e-06
2072,2.188108640094455e-06
2073,0.00016747823772078507
2074,2.9335275391267563e-05
2075,6.611539409873302e-05
2076,4.317062931222753e-05
2077,5.483213384828262e-06
2078,0.00010802392711675777
2079,0.0
2080,0.0
2081,0.0
2082,6.785546332607821e-06
2083,0.0
2084,0.0003638720352296727
2085,1.496928772266634e-06
2086,3.588531137462586e-05
2087,0.00016935316549003052
2088,2.4841173134815727e-05
2089,0.0
2090,0.00014763904877988088
2091,0.0018206051636364916
2092,6.235527543997135e-09
2093,7.49570835890125e-05
2094,0.0007851698716825116
2095,0.0
2096,1.2421804630227066e-05
2097,0.0
2098,0.00012948707098899573
2099,5.171440570640769e-05
2100,0.00015710168412668522
2101,3.7282210930458896e-06
2102,1.7409499252061546e-05
