Id,closeness centrality
9307025,4.935590543408519e-05
1001,0.059626985731406824
1002,0.07089313790722461
1003,0.05621493250184378
1004,4.935590543408519e-05
1005,0.049045669392571774
1006,0.010279972452552593
1007,0.056409847318051445
1008,0.0
1009,4.935590543408519e-05
1010,0.05072676693959692
1011,0.05873084736474164
1012,0.044024829031835126
1013,0.06422854754491762
1014,0.0016894732616637477
1015,0.0002362782706950887
1016,0.06887844158744162
1017,0.04127022303599641
1018,0.06491601403306287
1019,0.004419158672108596
1020,4.935590543408519e-05
1021,0.004024189876261378
1022,0.004183991074550595
1023,0.053410242322267674
1024,0.05899488058562185
1025,0.05257941024925233
1026,0.00011845417304180445
1027,0.05961036014142653
1028,0.04357652700875859
1029,0.05200070688625117
1030,0.00014806771630225556
1031,0.05784754728599617
1032,0.05787756338461951
1033,0.0714618628018564
1034,0.00022210157445338335
1035,0.047002755046795054
1036,0.0011075017760435943
1037,0.0486822371526067
1038,4.935590543408519e-05
1039,0.0005643025187963741
1040,4.935590543408519e-05
1041,0.06973405114466476
1042,0.05063525060127236
1044,0.056120858708841904
1045,0.0020834784295644354
1046,0.029877931052954092
1047,0.055247076644162334
1048,0.00020153661385584787
1049,0.05682379894096404
1050,0.00023831851481029707
1051,0.047240602247866054
1052,0.00011281349813505185
1053,0.06789051893000897
1054,0.07183403916073933
1055,0.06419158471167102
1056,0.06431791600342575
1057,0.060784425542796984
1060,0.00042082403580641055
1061,9.871181086817038e-05
1062,0.035869814526811955
1063,0.06158065492700866
1064,0.00038293374905755753
1065,0.07104922316315118
1066,0.06450713153182999
1067,0.0005328423260128789
1068,0.0633858989619668
1069,6.580787391211358e-05
1070,0.0008282239357035845
1071,0.0662949215614927
1072,0.06239389249313904
1073,0.058896688964086515
1074,0.030478490700515535
1075,0.00029223891375445177
1076,0.050706565093442936
1077,0.07287883854856668
1080,0.0597746113035112
1081,0.0004997285425201126
1082,0.0719246649635999
1083,0.06985081884629286
1084,0.054007281187024775
1085,0.07072701112636519
1086,0.0005697285045540315
1087,9.871181086817038e-05
1088,0.002985050397354314
1089,0.0656990159693371
1090,0.00020153661385584787
1091,4.935590543408519e-05
1092,0.06433081845526259
1093,0.06530350573587315
1094,0.002495834035102611
1095,0.0
1096,9.871181086817038e-05
1097,0.0011610717893724655
1098,0.06584825334856187
1100,0.041976551116492046
1101,0.06317751338020426
1102,4.935590543408519e-05
1103,0.07128414883748439
1105,0.058248135377954875
1106,0.04382029147563253
1107,0.06455501559061534
1108,0.00042117039303752696
1109,0.0710984487255018
1110,0.0012472744700351996
1111,0.058806910513040406
1112,0.01218924463485319
1113,0.0
1114,0.05506623611982752
1115,0.0
1116,4.935590543408519e-05
1117,0.00011217251235019361
1118,0.06348078920624654
1119,0.0
1121,0.042578701093950885
1122,0.08359338138112234
1123,0.05725305737815964
1124,0.001991534045403288
1125,0.06477342072327226
1126,0.06494395044899487
1127,0.07022173522161944
1128,0.04235973675644276
1129,0.00033844049440515556
1130,0.05832626746815152
1131,0.07090685372396133
1132,0.05255732846960122
1133,0.06372282351183915
1134,0.06435312004404939
1135,0.06017311773394264
1136,0.02655832289060482
1137,0.0010487037959932615
1138,0.06479796106755518
1140,0.05076958762704511
1141,0.04524707297725118
1142,0.061411709053804414
1143,0.05553169203733118
1144,0.06453796396580366
1145,0.06478568857148814
1146,9.871181086817038e-05
1148,0.0012685187391266914
1149,0.06417848361953887
1150,0.05902681370728875
1151,0.046401579256166926
1152,0.0005292582286596806
1154,4.935590543408519e-05
1155,4.935590543408519e-05
1156,0.0002418439366270174
1157,0.06380523464451462
1158,0.0013941107069152692
1159,0.07122378885582022
1160,0.0
1161,0.05787821625445047
1162,0.0
1163,0.04217767219357145
1164,0.03899607133622127
1165,0.06271266056165942
1166,0.06444150798991848
1167,0.05951977529607323
1168,0.04453379984527439
1169,0.05898271726913394
1170,0.056785437201028015
1171,0.0003081734583201417
1172,0.04095058501091442
1173,0.04423166625724806
1174,0.00014806771630225556
1175,0.03980337279170426
1176,0.0075388771095924135
1177,0.07777837695240626
1178,0.07146086752514991
1179,0.07175969552143001
1180,0.06138468600587758
1181,0.0
1182,0.05814055080592049
1183,0.06493573136039903
1184,0.043811666762070114
1185,0.040973286505093055
1186,0.0561299851045855
1187,0.0007589207115795585
1188,0.0010919448104886103
