Id,hubscore
9307025,-0.0
1001,8.049164391676837e-05
1002,0.00027538800394110455
1003,3.681005465076769e-05
1004,1.0859378887318471e-10
1005,1.790321157683237e-07
1006,2.430272660002357e-06
1007,-0.0
1008,4.744824095007009e-09
1009,2.5256176938989994e-16
1010,4.964034514031645e-05
1011,1.147590920938147e-05
1012,3.173663112050451e-05
1013,2.8755462794968917e-05
1014,2.916996059660748e-08
1015,-0.0
1016,8.271970302493707e-05
1017,8.524084583956121e-06
1018,4.572595052147981e-05
1019,1.1222856666101347e-08
1020,-0.0
1021,5.229990355983782e-09
1022,5.483779010175799e-06
1023,2.438999711382584e-05
1024,5.06914778792797e-05
1025,3.060153452913616e-05
1026,-0.0
1027,0.00018229363971750988
1028,4.35135590078763e-08
1029,3.657791776162851e-05
1030,-0.0
1031,2.3889337264324274e-05
1032,5.471647956460769e-05
1033,0.00036881638701627157
1034,-0.0
1035,0.00015966774703913764
1036,2.4652757306854857e-06
1037,4.4498882367259865e-05
1038,6.75055344431307e-07
1039,5.964931222393764e-07
1040,4.316003041108968e-24
1041,0.00032283113018656415
1042,9.972149565679522e-10
1044,4.2286292073172784e-06
1045,1.7406426048048782e-09
1046,9.136663211885401e-10
1047,7.240890173466031e-06
1048,1.6930766543279487e-22
1049,3.072533997124746e-05
1050,1.6498847250335385e-08
1051,2.0738435603557792e-06
1052,-0.0
1053,0.0005898846918382471
1054,5.962742741906787e-05
1055,0.00019021921971885652
1056,0.00022499654923474786
1057,3.203614350279428e-05
1060,6.950742925304419e-09
1061,-1.0426142832639697e-23
1062,5.495741817321721e-06
1063,6.765429278717605e-05
1064,3.87827197108438e-07
1065,3.958830902409969e-05
1066,3.484483397705145e-05
1067,4.06722478292145e-11
1068,6.986321933844425e-05
1069,-0.0
1070,1.0673301012113815e-09
1071,0.0005625092184484492
1072,2.346056799785354e-05
1073,1.2367996312018276e-05
1074,4.880969685930908e-08
1075,-0.0
1076,2.181668917187696e-06
1077,1.606816640030811e-05
1080,-0.0
1081,1.1185180490584862e-08
1082,0.00020902870989742
1083,2.03964825738372e-05
1084,0.00015295099940111805
1085,2.001154559074584e-06
1086,5.878908672815399e-09
1087,-0.0
1088,1.7552439931100677e-06
1089,4.288204068037772e-05
1090,1.0442444448148052e-06
1091,5.251008370346625e-08
1092,0.00011749775888632038
1093,1.6584771094868656e-06
1094,-0.0
1095,6.825161784762421e-24
1096,6.825161784762421e-24
1097,2.5878039770938403e-09
1098,9.438754527788268e-06
1100,2.246493306696536e-07
1101,8.182406962448897e-06
1102,8.223545234992032e-08
1103,0.0002412982333434672
1105,2.5256999071482228e-05
1106,5.266222065542304e-05
1107,4.147634590182438e-05
1108,1.929299214421736e-09
1109,1.1493378375320028e-05
1110,1.2965140202125809e-09
1111,3.636639410493972e-05
1112,3.202594083492961e-05
1113,0.0004357901488048235
1114,1.7727492790889538e-06
1115,1.3792837915187531e-05
1116,-0.0
1117,-0.0
1118,3.404394923897539e-05
1119,6.044665618096275e-07
1121,1.1218076733023562e-10
1122,0.0003046555458211368
1123,2.6974689290804464e-05
1124,1.344903702195218e-06
1125,1.4408699331099633e-05
1126,3.9724555091879106e-05
1127,2.4726741495892248e-05
1128,5.4192637027286254e-08
1129,1.0453617479853735e-05
1130,9.786589923655409e-06
1131,0.00014829365334524658
1132,5.615374461205013e-05
1133,2.718149237793332e-05
1134,5.6447004590887197e-08
1135,1.6181895592448136e-05
1136,1.0646619902253804e-06
1137,4.697874248389283e-07
1138,0.00026227923158975196
1140,1.1570710406330691e-06
1141,1.3507734655876016e-07
1142,-0.0
1143,0.00010562618655886418
1144,3.2055066246254525e-05
1145,7.322280121081633e-05
1146,-0.0
1148,-0.0
1149,5.454487264176667e-07
1150,5.454487264176667e-07
1151,9.363361220936282e-09
1152,-9.037302911995924e-25
1154,-0.0
1155,5.951836761627846e-10
1156,8.476342619774992e-11
1157,1.0004858234798009e-05
1158,2.1659574897994877e-06
1159,0.0003959894607495806
1160,5.908342790731482e-06
1161,1.0644415314703201e-05
1162,3.626879722502486e-09
1163,4.338946907319246e-09
1164,3.818828585780472e-09
1165,1.8470308658170892e-05
1166,2.821206405452131e-05
1167,4.525294186054445e-05
1168,5.01407954300707e-06
1169,4.498903742682829e-06
1170,1.0274484368538476e-05
1171,1.3413502463930443e-07
1172,4.21190045993926e-09
1173,2.078790429502107e-06
1174,3.7815147667364425e-09
1175,1.7870945639887123e-08
1176,8.481698171724558e-06
1177,0.0001261945299649712
1178,0.00022826150784973896
1179,5.078749295084324e-05
1180,4.910135065096281e-05
1181,-1.0078508380347109e-24
1182,7.146234036771802e-05
1183,3.985299566394941e-05
1184,4.155727007263056e-05
1185,2.8801867164254567e-08
1186,1.5303132558030854e-06
1187,-0.0
1188,5.498792941226596e-07
1189,4.469474838923532e-05
1190,4.951255988781062e-05
1191,-1.0426142832639697e-23
1192,0.0005841566711617848
1193,0.00018179536971278074
1194,-0.0
1195,1.0528164066426474e-05
1196,5.599134432927713e-12
1197,0.0006188977845222736
1198,8.691883897143407e-06
1199,4.3781202974073895e-05
1200,8.660878725545906e-05
1201,6.63625195882008e-05
1202,3.121385097938883e-07
1203,0.00014578347770435006
1204,0.0003506187298693961
