,Id,Unnamed: 0.1,Katz-Centrality,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Load-centrality
0,0.9993764686857403,0.0,0.004333608,0.000367441,1.66e-06,0.002089929,0.002950177,0.001472424,4.24e-89,0.001738132,2.42e-06,1.66e-06
1,0.9685947951717768,0.00018846588767433095,0.0,1.18e-18,0.0,0.0,0.399705208,0.400589096,0.0,0.0,0.480464394,0.0
2,0.9685957031722343,0.0005025757004648825,0.007172114,0.000270177,0.009860412,0.003265518,0.004425101,0.001472424,7.52e-86,0.003331419,1.01e-19,0.009863334
3,0.9685959051723362,0.0006282196255811032,0.0,1.18e-18,0.0,0.0,0.0781714,0.079528723,0.0,0.0,0.104322357,0.0
4,0.9685960061723871,0.0006910415881392134,0.021833822,0.007943211,0.011293121,0.012644078,0.02802391,0.017673052,5.16e-80,0.014136805,0.009104504,0.01138077
5,0.9685961061724375,0.0007538635506973238,0.0,1.18e-18,0.0,0.0,0.160767244,0.162002951,0.0,0.0,0.200454265,0.0
6,0.9993767706858924,0.0009423294383716547,0.004333608,6.78e-06,1.66e-06,0.002089929,0.002950177,0.001472424,4.24e-89,0.001738132,0.00014815,1.66e-06
7,0.9685973171730478,0.0015077271013946476,0.042387546,0.057745792,0.000384725,0.020565255,0.022124214,0.001472424,2.15e-79,0.02382689,1.74e-05,0.000398327
8,0.9993769726859941,0.0015705490639527579,0.009317249,7.94e-05,0.000442454,0.005120332,0.008849873,0.004418257,4.59e-87,0.004779862,0.000637353,0.000442585
9,0.9685980231734036,0.0019474808393014197,0.056229917,0.252836996,0.058850225,0.0395979,0.0781714,0.047128123,6.2e-74,0.045332133,0.076033216,0.060556233
10,0.9685975191731496,0.0020731247644176403,0.038879398,0.022262605,0.005604422,0.02429819,0.039823327,0.022091309,4.8e-81,0.024116579,0.003086456,0.005774687
11,0.9993771746860961,0.0021987686895338612,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.000869066,1.01e-19,0.0
12,0.999377275686147,0.002575700464882523,0.083423744,0.129906621,0.028569912,0.049136597,0.032448706,0.004418257,5.18e-72,0.001738132,0.005208394,0.028494075
13,0.9685994361741158,0.0028269883151149644,0.0,1.18e-18,0.0,0.0,0.013274669,0.014727547,0.0,0.000869066,0.001203718,0.0
14,0.9993774776862487,0.003203920090463626,0.035405171,0.184343823,0.019130885,0.034377287,0.039823327,0.025036814,2.56e-72,0.0,0.038424599,0.019768819
15,0.9686001421744717,0.0032667420530217363,0.0,1.18e-18,0.0,0.0,0.02064929,0.022091309,0.0,0.001738132,0.003125036,0.0
16,0.9993775786862997,0.0034552079406960676,0.0,1.18e-18,0.0,0.0,0.008849873,0.010309267,0.0,0.018742855,3.69e-05,0.0
17,0.9686008491748279,0.0037064957909285086,0.021004841,0.006997591,0.027390033,0.017075187,0.050147795,0.039764361,3.78e-79,0.002896886,0.00619606,0.027946112
18,0.9993776796863506,0.0038949616786028395,0.004333608,1.22e-18,3.83e-05,0.002089929,0.004425101,0.002945505,4.24e-89,0.000869066,1.03e-19,3.83e-05
19,0.999377779686401,0.004083427566277171,0.002600163,0.000209928,0.000674216,0.001880932,0.014749593,0.014727547,3.03e-87,0.014840335,0.012774454,0.000665986
20,0.9686015551751838,0.0041462495288352805,0.002166804,3.49e-08,0.001217803,0.001044731,0.014749593,0.014727547,2.11e-89,0.035194065,4.61e-05,0.001218164
21,0.968601958175387,0.0043975373790677225,0.009863278,0.00097534,0.009733996,0.006020997,0.017699441,0.013254795,5.3e-84,0.0,0.004915181,0.009989787
22,0.9993778806864518,0.004460359341625832,0.013389517,0.001529203,0.003969448,0.013561961,0.051622743,0.045655371,6.52e-78,0.003041731,0.006412112,0.003856816
23,0.9686020591754377,0.004523181304183943,0.024776323,0.075405117,0.00119252,0.032363201,0.017699441,0.008836514,7.11e-73,0.0,0.017196805,0.001289821
24,0.9686021601754887,0.004586003266742053,0.0,1.18e-18,0.0,0.0,0.026548986,0.027982319,0.0,0.0,0.01416606,0.0
25,0.9993779816865028,0.004711647191858273,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.0,1.02e-19,0.0
26,0.9686025641756923,0.004774469154416384,0.028294532,0.091359083,0.000450882,0.031290538,0.011799745,0.002945505,2.46e-71,0.004779862,0.003171333,0.00043837
27,0.9686031691759972,0.005151400929765046,0.0,1.18e-18,0.0,0.0,0.036873478,0.038291609,0.0,0.0,0.040859118,0.0
28,0.9686032701760482,0.0052142228923231565,0.011267369,0.096665905,0.000420121,0.005374112,0.013274669,0.007363762,3.11e-87,0.0,0.00667446,0.000414344
29,0.9993781836866046,0.005402688779997487,0.020718957,4.24e-05,0.0,0.010240664,0.011799745,0.0,5.38e-84,0.077483872,1.01e-19,0.0
30,0.968603875176353,0.005591154667671818,0.0,1.18e-18,0.0,0.0,0.026548986,0.027982319,0.0,0.0,0.006134331,0.0
31,0.0008187644126572639,0.005779620555346149,0.013561393,0.005808811,0.010155382,0.02775705,0.007374949,0.002945505,8.190000000000002e-72,0.0,0.002662068,0.010200542
32,0.9993783856867063,0.00596808644302048,0.041386613,8.19e-14,0.0,0.708515341,0.001475253,0.0,4.41e-07,0.002824464,1.01e-19,0.0
33,0.9993784866867572,0.006470662143485363,0.002166804,0.000297195,0.0,0.001044731,0.001475253,0.001472424,2.11e-89,0.0,4.69e-06,0.0
34,0.9993786876868586,0.006973237843950245,0.0,1.18e-18,0.0,0.0,0.001475253,0.002945505,0.0,0.0,0.001165137,0.0
35,0.968606700177777,0.007287347656740797,0.0,1.18e-18,0.0,0.0,0.039823327,0.041237114,0.0,0.0,0.012228383,0.0
36,0.9993787886869094,0.007538635506973238,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.002607198,1.02e-19,0.0
37,0.9686074071781332,0.007727101394647569,0.0,1.18e-18,0.0,0.0,0.094395589,0.095729023,0.0,0.000869066,0.103466097,0.0
38,0.9993789906870113,0.007789923357205679,0.0,1.18e-18,0.0,0.0,0.008849873,0.010309267,0.0,0.031141528,0.008169231,0.0
39,0.968607609178235,0.00785274531976379,0.052037405,0.144114972,0.031308915,0.043428986,0.072271704,0.051546381,2.24e-72,0.0,0.074889761,0.029758605
40,0.9993790916870622,0.008166855132554341,0.002166804,2.76e-11,2.49e-06,0.001044731,0.001475253,0.001472424,2.11e-89,0.004779862,6.94e-09,2.5e-06
41,0.968608617178743,0.008480964945344893,0.007954331,0.00218033,0.004888067,0.006400411,0.010324821,0.007363762,2.97e-84,0.021885976,0.013061263,0.004889516
42,0.9686088191788448,0.008606608870461113,0.057590965,0.221615854,0.002680009,0.030835048,0.026548986,0.001472424,6.75e-78,0.064586081,0.003533992,0.002617577
43,0.999379293687164,0.008795074758135445,0.03927502,0.185317812,0.038725293,0.03473737,0.045723023,0.027982319,6.2e-74,0.394326953,0.048775723,0.040254204
44,0.9686091221789976,0.008857896720693554,0.055156841,0.027023668,0.0130208,0.027791636,0.054572591,0.030927824,5.000000000000001e-81,0.228017435,0.007230023,0.01306681
45,0.9686094251791503,0.008983540645809775,0.018535249,0.000399862,0.012346584,0.009404696,0.017699441,0.007363762,1.4699999999999998e-82,0.0,0.00375776,0.012350243
46,0.9993793946872148,0.009046362608367886,0.021022476,0.102186707,0.009228334,0.025871143,0.016224517,0.007363762,2.42e-73,0.071328584,0.007500087,0.009231069
47,0.9686097271793025,0.009172006533484106,0.0,1.18e-18,0.0,0.0,0.025074062,0.026509567,0.0,0.0,0.016129432,0.0
48,0.9686099291794042,0.009297650458600327,0.018905463,0.068051703,0.001740321,0.021763419,0.008849873,0.002945505,1.05e-76,0.0,0.004228444,0.001749266
49,0.9993794956872658,0.009360472421158436,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.0,2.35e-05,0.0
50,0.9686101311795061,0.009423294383716547,0.105473947,0.07399209,0.133755646,0.062740264,0.103245134,0.06774668,1.5e-71,0.0,0.073066669,0.132877231
51,0.9686100301794552,0.009548938308832768,0.027820541,0.127893531,0.002587305,0.016581435,0.016224517,0.001472424,8.9e-81,0.0,0.000746922,0.002596502
52,0.9993795966873167,0.009674582233948988,0.004333608,1.18e-18,3.32e-06,0.002089929,0.002950177,0.001472424,4.24e-89,0.0,1.06e-09,3.33e-06
